Year,Location,Bedrooms,Property_type,Rent
2016,"Mount Merrion, Dublin",All bedrooms,All property types,2083.56
2016,"Portmarnock, Dublin",All bedrooms,All property types,1386.49
2016,"Rathcoole, Dublin",All bedrooms,All property types,1177.81
2016,"Rush, Dublin",All bedrooms,All property types,1073.69
2016,"Saggart, Dublin",All bedrooms,All property types,1247.2
2016,"Sandycove, Dublin",All bedrooms,All property types,1977.12
2016,"Shankill, Dublin",All bedrooms,All property types,1376.31
2016,"Skerries, Dublin",All bedrooms,All property types,1206.52
2016,"Stillorgan, Dublin",All bedrooms,All property types,1661.84
2016,"Swords, Dublin",All bedrooms,All property types,1235.54
2016,Dublin 1,All bedrooms,All property types,1248.19
2016,"I.F.S.C., Dublin 1",All bedrooms,All property types,2057.76
2016,"Parnell Street, Dublin 1",All bedrooms,All property types,1390.88
2016,"Spencer Dock, Dublin 1",All bedrooms,All property types,1807.69
2016,"Summerhill, Dublin 1",All bedrooms,All property types,1075.9
2016,Dublin 2,All bedrooms,All property types,1587.64
2016,"Aungier Street, Dublin 2",All bedrooms,All property types,1360.06
2016,"Charlemont Street, Dublin 2",All bedrooms,All property types,1610.84
2016,"Grand Canal Dock, Dublin 2",All bedrooms,All property types,2154.56
2016,"Grand Canal Square, Dublin 2",All bedrooms,All property types,2519.13
2016,"Hanover Quay, Dublin 2",All bedrooms,All property types,2063.48
2016,"Lower Mount Street, Dublin 2",All bedrooms,All property types,1537.4
2016,"Pearse Street, Dublin 2",All bedrooms,All property types,1460.95
2016,"Tara Street, Dublin 2",All bedrooms,All property types,1448.31
2016,"Temple Bar, Dublin 2",All bedrooms,All property types,1436.75
2016,"Townsend Street, Dublin 2",All bedrooms,All property types,1534.6
2016,Dublin 3,All bedrooms,All property types,1274.0
2016,"Clonliffe, Dublin 3",All bedrooms,All property types,1043.19
2016,"Clontarf, Dublin 3",All bedrooms,All property types,1388.4
2016,"Drumcondra, Dublin 3",All bedrooms,All property types,1311.37
2016,"East Wall, Dublin 3",All bedrooms,All property types,1275.35
2016,"Fairview, Dublin 3",All bedrooms,All property types,1125.37
2016,"Marino, Dublin 3",All bedrooms,All property types,1466.1
2016,"North Strand, Dublin 3",All bedrooms,All property types,1216.87
2016,Dublin 4,All bedrooms,All property types,1722.77
2016,"Ballsbridge, Dublin 4",All bedrooms,All property types,1826.39
2016,"Donnybrook, Dublin 4",All bedrooms,All property types,1835.03
2016,"Irishtown, Dublin 4",All bedrooms,All property types,1586.65
2016,"Merrion, Dublin 4",All bedrooms,All property types,1602.33
2016,"Pembroke, Dublin 4",All bedrooms,All property types,1793.32
2016,"Ringsend, Dublin 4",All bedrooms,All property types,1550.99
2016,"Sandymount, Dublin 4",All bedrooms,All property types,1785.35
2016,Dublin 5,All bedrooms,All property types,1297.76
2016,"Artane, Dublin 5",All bedrooms,All property types,1226.66
2016,"Killester, Dublin 5",All bedrooms,All property types,1328.49
2016,"Raheny, Dublin 5",All bedrooms,All property types,1378.69
2016,Dublin 6,All bedrooms,All property types,1300.25
2016,"Dartry, Dublin 6",All bedrooms,All property types,1593.4
2016,"Harolds Cross, Dublin 6",All bedrooms,All property types,1357.56
2016,"Milltown, Dublin 6",All bedrooms,All property types,1662.87
2016,"Ranelagh, Dublin 6",All bedrooms,All property types,1412.78
2016,"Rathgar, Dublin 6",All bedrooms,All property types,1255.34
2016,"Rathmines, Dublin 6",All bedrooms,All property types,1098.82
2016,"Terenure, Dublin 6",All bedrooms,All property types,1409.05
2016,Dublin 6W,All bedrooms,All property types,1443.3
2016,"Harolds Cross, Dublin 6W",All bedrooms,All property types,1332.42
2016,"Templeogue, Dublin 6W",All bedrooms,All property types,1643.8
2016,"Terenure, Dublin 6W",All bedrooms,All property types,1567.51
2016,Dublin 7,All bedrooms,All property types,1143.27
2016,"Arbour Hill, Dublin 7",All bedrooms,All property types,1256.88
2016,"Cabra, Dublin 7",All bedrooms,All property types,1073.38
2016,"Navan Road, Dublin 7",All bedrooms,All property types,1338.11
2016,"North Circular Road, Dublin 7",All bedrooms,All property types,1203.5
2016,"Phibsboro, Dublin 7",All bedrooms,All property types,979.27
2016,"Smithfield, Dublin 7",All bedrooms,All property types,1386.6
2016,"Stoneybatter, Dublin 7",All bedrooms,All property types,1284.13
2016,Dublin 8,All bedrooms,All property types,1237.11
2016,"Christchurch, Dublin 8",All bedrooms,All property types,1252.86
2016,"Cork Street, Dublin 8",All bedrooms,All property types,1216.56
2016,"Dolphins Barn, Dublin 8",All bedrooms,All property types,1175.34
2016,"Inchicore, Dublin 8",All bedrooms,All property types,1231.09
2016,"Islandbridge, Dublin 8",All bedrooms,All property types,1543.54
2016,"Kilmainham , Dublin 8",All bedrooms,All property types,1296.87
2016,"Portobello, Dublin 8",All bedrooms,All property types,1183.55
2016,"Rialto, Dublin 8",All bedrooms,All property types,1184.54
2016,"South Circular Road, Dublin 8",All bedrooms,All property types,1194.04
2016,"The Coombe, Dublin 8",All bedrooms,All property types,1263.21
2016,Dublin 9,All bedrooms,All property types,1336.18
2016,"Ballymun, Dublin 9",All bedrooms,All property types,1061.26
2016,"Beaumont, Dublin 9",All bedrooms,All property types,1318.51
2016,"Drumcondra, Dublin 9",All bedrooms,All property types,1336.86
2016,"Glasnevin, Dublin 9",All bedrooms,All property types,1311.93
2016,"Santry, Dublin 9",All bedrooms,All property types,1287.81
2016,"Whitehall, Dublin 9",All bedrooms,All property types,1355.19
2016,Dublin 10,All bedrooms,All property types,1062.59
2016,"Ballyfermot, Dublin 10",All bedrooms,All property types,1049.07
2016,"Cherry Orchard, Dublin 10",All bedrooms,All property types,1035.38
2016,Dublin 11,All bedrooms,All property types,1183.04
2016,"Ballymun, Dublin 11",All bedrooms,All property types,1042.98
2016,"Finglas, Dublin 11",All bedrooms,All property types,1180.91
2016,"Glasnevin, Dublin 11",All bedrooms,All property types,1326.95
2016,"Meakstown, Dublin 11",All bedrooms,All property types,1112.92
2016,"St Margarets Road, Dublin 11",All bedrooms,All property types,1245.0
2016,Dublin 12,All bedrooms,All property types,1256.94
2016,"Crumlin, Dublin 12",All bedrooms,All property types,1258.68
2016,"Drimnagh, Dublin 12",All bedrooms,All property types,1338.99
2016,"Kimmage, Dublin 12",All bedrooms,All property types,1379.08
2016,"Walkinstown, Dublin 12",All bedrooms,All property types,1201.29
2016,Dublin 13,All bedrooms,All property types,1382.38
2016,"Baldoyle, Dublin 13",All bedrooms,All property types,1314.54
2016,"Balgriffin, Dublin 13",All bedrooms,All property types,1567.69
2016,"Clongriffin, Dublin 13",All bedrooms,All property types,1274.1
2016,"Donaghmede, Dublin 13",All bedrooms,All property types,1259.69
2016,"Sutton, Dublin 13",All bedrooms,All property types,1622.13
2016,Dublin 14,All bedrooms,All property types,1685.32
2016,"Churchtown, Dublin 14",All bedrooms,All property types,1651.78
2016,"Clonskeagh, Dublin 14",All bedrooms,All property types,1931.81
2016,"Dundrum, Dublin 14",All bedrooms,All property types,1607.07
2016,"Goatstown, Dublin 14",All bedrooms,All property types,1946.47
2016,"Rathfarnham, Dublin 14",All bedrooms,All property types,1559.86
2016,Dublin 15,All bedrooms,All property types,1267.46
2016,"Ashtown, Dublin 15",All bedrooms,All property types,1282.19
2016,"Blanchardstown, Dublin 15",All bedrooms,All property types,1220.94
2016,"Carpenterstown, Dublin 15",All bedrooms,All property types,1303.64
2016,"Castleknock, Dublin 15",All bedrooms,All property types,1441.61
2016,"Clonee, Dublin 15",All bedrooms,All property types,1216.34
2016,"Clonsilla, Dublin 15",All bedrooms,All property types,1257.53
2016,"Coolmine, Dublin 15",All bedrooms,All property types,1203.68
2016,"Mulhuddart, Dublin 15",All bedrooms,All property types,1107.05
2016,"Ongar, Dublin 15",All bedrooms,All property types,1149.12
2016,"Porterstown, Dublin 15",All bedrooms,All property types,1219.26
2016,"Royal Canal Park, Dublin 15",All bedrooms,All property types,1271.24
2016,"Tyrrelstown, Dublin 15",All bedrooms,All property types,1222.22
2016,Dublin 16,All bedrooms,All property types,1563.63
2016,"Ballinteer, Dublin 16",All bedrooms,All property types,1608.82
2016,"Dundrum, Dublin 16",All bedrooms,All property types,1687.43
2016,"Knocklyon, Dublin 16",All bedrooms,All property types,1475.59
2016,"Rathfarnham, Dublin 16",All bedrooms,All property types,1563.87
2016,"Sandyford, Dublin 16",All bedrooms,All property types,1371.21
2016,Dublin 17,All bedrooms,All property types,1156.48
2016,"Malahide Road, Dublin 17",All bedrooms,All property types,1180.66
2016,"Northern Cross, Dublin 17",All bedrooms,All property types,1240.67
2016,Dublin 18,All bedrooms,All property types,1605.82
2016,"Cabinteely, Dublin 18",All bedrooms,All property types,1510.39
2016,"Carrickmines, Dublin 18",All bedrooms,All property types,1616.15
2016,"Foxrock, Dublin 18",All bedrooms,All property types,2222.21
2016,"Leopardstown, Dublin 18",All bedrooms,All property types,1744.97
2016,"Sandyford, Dublin 18",All bedrooms,All property types,1558.18
2016,"Stepaside, Dublin 18",All bedrooms,All property types,1465.74
2016,Dublin 20,All bedrooms,All property types,1236.51
2016,"Chapelizod, Dublin 20",All bedrooms,All property types,1203.15
2016,"Palmerstown, Dublin 20",All bedrooms,All property types,1319.58
2016,"Clondalkin, Dublin 22",All bedrooms,All property types,1131.35
2016,Dublin 24,All bedrooms,All property types,1187.3
2016,"Ballycullen, Dublin 24",All bedrooms,All property types,1331.83
2016,"Citywest, Dublin 24",All bedrooms,All property types,1228.45
2016,"Firhouse, Dublin 24",All bedrooms,All property types,1320.81
2016,"Tallaght, Dublin 24",All bedrooms,All property types,1177.98
2017,Dublin,All bedrooms,All property types,1484.32
2017,"Balbriggan, Dublin",All bedrooms,All property types,1117.92
2017,"Blackrock, Dublin",All bedrooms,All property types,1876.85
2017,"Booterstown, Dublin",All bedrooms,All property types,1899.4
2017,"Dalkey, Dublin",All bedrooms,All property types,2231.82
2017,"Donabate, Dublin",All bedrooms,All property types,1232.22
2017,"Dun Laoghaire, Dublin",All bedrooms,All property types,1677.02
2017,"Glenageary, Dublin",All bedrooms,All property types,1984.57
2017,"Howth, Dublin",All bedrooms,All property types,1708.58
2017,"Killiney, Dublin",All bedrooms,All property types,2044.12
2017,"Kinsealy, Dublin",All bedrooms,All property types,1381.49
2017,"Lucan, Dublin",All bedrooms,All property types,1375.91
2017,"Lusk, Dublin",All bedrooms,All property types,1247.02
2017,"Malahide, Dublin",All bedrooms,All property types,1746.46
2017,"Monkstown, Dublin",All bedrooms,All property types,1671.18
2017,"Mount Merrion, Dublin",All bedrooms,All property types,2273.18
2017,"Portmarnock, Dublin",All bedrooms,All property types,1506.88
2017,"Rathcoole, Dublin",All bedrooms,All property types,1301.19
2017,"Rush, Dublin",All bedrooms,All property types,1162.34
2017,"Saggart, Dublin",All bedrooms,All property types,1339.86
2017,"Sandycove, Dublin",All bedrooms,All property types,2026.26
2017,"Shankill, Dublin",All bedrooms,All property types,1514.29
2017,"Skerries, Dublin",All bedrooms,All property types,1289.42
2017,"Stillorgan, Dublin",All bedrooms,All property types,1806.03
2017,"Swords, Dublin",All bedrooms,All property types,1344.14
2017,Dublin 1,All bedrooms,All property types,1314.5
2017,"I.F.S.C., Dublin 1",All bedrooms,All property types,2147.16
2017,"Parnell Street, Dublin 1",All bedrooms,All property types,1481.12
2017,"Spencer Dock, Dublin 1",All bedrooms,All property types,1925.8
2017,"Summerhill, Dublin 1",All bedrooms,All property types,1147.81
2017,Dublin 2,All bedrooms,All property types,1692.06
2017,"Aungier Street, Dublin 2",All bedrooms,All property types,1404.25
2017,"Charlemont Street, Dublin 2",All bedrooms,All property types,1756.84
2017,"Grand Canal Dock, Dublin 2",All bedrooms,All property types,2291.88
2017,"Grand Canal Square, Dublin 2",All bedrooms,All property types,2862.2
2017,"Hanover Quay, Dublin 2",All bedrooms,All property types,2025.36
2017,"Lower Mount Street, Dublin 2",All bedrooms,All property types,1629.7
2017,"Pearse Street, Dublin 2",All bedrooms,All property types,1590.53
2017,"Tara Street, Dublin 2",All bedrooms,All property types,1531.48
2017,"Temple Bar, Dublin 2",All bedrooms,All property types,1589.56
2017,"Townsend Street, Dublin 2",All bedrooms,All property types,1697.32
2017,Dublin 3,All bedrooms,All property types,1348.92
2017,"Clonliffe, Dublin 3",All bedrooms,All property types,1209.56
2017,"Clontarf, Dublin 3",All bedrooms,All property types,1517.21
2017,"Drumcondra, Dublin 3",All bedrooms,All property types,1420.12
2017,"East Wall, Dublin 3",All bedrooms,All property types,1370.15
2017,"Fairview, Dublin 3",All bedrooms,All property types,1226.55
2017,"Marino, Dublin 3",All bedrooms,All property types,1634.75
2017,"North Strand, Dublin 3",All bedrooms,All property types,1370.3
2017,Dublin 4,All bedrooms,All property types,1813.77
2017,"Ballsbridge, Dublin 4",All bedrooms,All property types,2041.53
2017,"Donnybrook, Dublin 4",All bedrooms,All property types,1914.51
2017,"Irishtown, Dublin 4",All bedrooms,All property types,1802.92
2017,"Merrion, Dublin 4",All bedrooms,All property types,1665.15
2017,"Pembroke, Dublin 4",All bedrooms,All property types,1714.13
2017,"Ringsend, Dublin 4",All bedrooms,All property types,1696.81
2017,"Sandymount, Dublin 4",All bedrooms,All property types,1909.7
2017,Dublin 5,All bedrooms,All property types,1361.46
2017,"Artane, Dublin 5",All bedrooms,All property types,1398.52
2017,"Killester, Dublin 5",All bedrooms,All property types,1485.16
2017,"Raheny, Dublin 5",All bedrooms,All property types,1477.17
2017,Dublin 6,All bedrooms,All property types,1364.53
2017,"Dartry, Dublin 6",All bedrooms,All property types,1823.34
2017,"Harolds Cross, Dublin 6",All bedrooms,All property types,1478.4
2017,"Milltown, Dublin 6",All bedrooms,All property types,1759.32
2017,"Ranelagh, Dublin 6",All bedrooms,All property types,1550.68
2017,"Rathgar, Dublin 6",All bedrooms,All property types,1387.75
2017,"Rathmines, Dublin 6",All bedrooms,All property types,1177.56
2017,"Terenure, Dublin 6",All bedrooms,All property types,1486.59
2017,Dublin 6W,All bedrooms,All property types,1523.76
2017,"Harolds Cross, Dublin 6W",All bedrooms,All property types,1405.65
2017,"Templeogue, Dublin 6W",All bedrooms,All property types,1818.27
2017,"Terenure, Dublin 6W",All bedrooms,All property types,1665.51
2017,Dublin 7,All bedrooms,All property types,1186.65
2017,"Arbour Hill, Dublin 7",All bedrooms,All property types,1501.2
2017,"Cabra, Dublin 7",All bedrooms,All property types,1150.12
2017,"Navan Road, Dublin 7",All bedrooms,All property types,1430.29
2017,"North Circular Road, Dublin 7",All bedrooms,All property types,1295.49
2017,"Phibsboro, Dublin 7",All bedrooms,All property types,1056.72
2017,"Smithfield, Dublin 7",All bedrooms,All property types,1467.16
2017,"Stoneybatter, Dublin 7",All bedrooms,All property types,1412.89
2017,Dublin 8,All bedrooms,All property types,1302.53
2017,"Christchurch, Dublin 8",All bedrooms,All property types,1419.69
2017,"Cork Street, Dublin 8",All bedrooms,All property types,1323.24
2017,"Dolphins Barn, Dublin 8",All bedrooms,All property types,1378.27
2017,"Inchicore, Dublin 8",All bedrooms,All property types,1345.78
2017,"Islandbridge, Dublin 8",All bedrooms,All property types,1706.37
2017,"Kilmainham , Dublin 8",All bedrooms,All property types,1410.19
2017,"Portobello, Dublin 8",All bedrooms,All property types,1316.87
2017,"Rialto, Dublin 8",All bedrooms,All property types,1300.92
2017,"South Circular Road, Dublin 8",All bedrooms,All property types,1260.94
2017,"The Coombe, Dublin 8",All bedrooms,All property types,1319.97
2017,Dublin 9,All bedrooms,All property types,1371.13
2017,"Ballymun, Dublin 9",All bedrooms,All property types,1168.35
2017,"Beaumont, Dublin 9",All bedrooms,All property types,1437.75
2017,"Drumcondra, Dublin 9",All bedrooms,All property types,1426.96
2017,"Glasnevin, Dublin 9",All bedrooms,All property types,1401.49
2017,"Santry, Dublin 9",All bedrooms,All property types,1382.26
2017,"Whitehall, Dublin 9",All bedrooms,All property types,1529.05
2017,Dublin 10,All bedrooms,All property types,1098.85
2017,"Ballyfermot, Dublin 10",All bedrooms,All property types,1165.49
2017,"Cherry Orchard, Dublin 10",All bedrooms,All property types,1155.25
2017,Dublin 11,All bedrooms,All property types,1249.08
2017,"Ballymun, Dublin 11",All bedrooms,All property types,1120.5
2017,"Finglas, Dublin 11",All bedrooms,All property types,1280.06
2017,"Glasnevin, Dublin 11",All bedrooms,All property types,1388.77
2017,"Meakstown, Dublin 11",All bedrooms,All property types,1221.79
2017,"St Margarets Road, Dublin 11",All bedrooms,All property types,1319.47
2017,Dublin 12,All bedrooms,All property types,1302.54
2017,"Crumlin, Dublin 12",All bedrooms,All property types,1326.36
2017,"Drimnagh, Dublin 12",All bedrooms,All property types,1430.52
2017,"Kimmage, Dublin 12",All bedrooms,All property types,1459.17
2017,"Walkinstown, Dublin 12",All bedrooms,All property types,1319.34
2017,Dublin 13,All bedrooms,All property types,1473.83
2017,"Baldoyle, Dublin 13",All bedrooms,All property types,1425.9
2017,"Balgriffin, Dublin 13",All bedrooms,All property types,1721.05
2017,"Clongriffin, Dublin 13",All bedrooms,All property types,1386.01
2017,"Donaghmede, Dublin 13",All bedrooms,All property types,1375.37
2017,"Sutton, Dublin 13",All bedrooms,All property types,1727.0
2017,Dublin 14,All bedrooms,All property types,1782.03
2017,"Churchtown, Dublin 14",All bedrooms,All property types,1782.54
2017,"Clonskeagh, Dublin 14",All bedrooms,All property types,1990.09
2017,"Dundrum, Dublin 14",All bedrooms,All property types,1740.45
2017,"Goatstown, Dublin 14",All bedrooms,All property types,2114.49
2017,"Rathfarnham, Dublin 14",All bedrooms,All property types,1656.94
2017,Dublin 15,All bedrooms,All property types,1331.43
2017,"Ashtown, Dublin 15",All bedrooms,All property types,1392.26
2017,"Blanchardstown, Dublin 15",All bedrooms,All property types,1324.04
2017,"Carpenterstown, Dublin 15",All bedrooms,All property types,1420.54
2017,"Castleknock, Dublin 15",All bedrooms,All property types,1573.54
2017,"Clonee, Dublin 15",All bedrooms,All property types,1319.01
2017,"Clonsilla, Dublin 15",All bedrooms,All property types,1363.54
2017,"Coolmine, Dublin 15",All bedrooms,All property types,1241.73
2017,"Mulhuddart, Dublin 15",All bedrooms,All property types,1209.47
2017,"Ongar, Dublin 15",All bedrooms,All property types,1267.28
2017,"Porterstown, Dublin 15",All bedrooms,All property types,1282.94
2017,"Royal Canal Park, Dublin 15",All bedrooms,All property types,1337.19
2017,"Tyrrelstown, Dublin 15",All bedrooms,All property types,1340.04
2017,Dublin 16,All bedrooms,All property types,1589.69
2017,"Ballinteer, Dublin 16",All bedrooms,All property types,1715.03
2017,"Dundrum, Dublin 16",All bedrooms,All property types,1791.63
2017,"Knocklyon, Dublin 16",All bedrooms,All property types,1573.97
2017,"Rathfarnham, Dublin 16",All bedrooms,All property types,1673.42
2017,"Sandyford, Dublin 16",All bedrooms,All property types,1470.43
2017,Dublin 17,All bedrooms,All property types,1204.69
2017,"Malahide Road, Dublin 17",All bedrooms,All property types,1373.87
2017,"Northern Cross, Dublin 17",All bedrooms,All property types,1391.6
2017,Dublin 18,All bedrooms,All property types,1691.0
2017,"Cabinteely, Dublin 18",All bedrooms,All property types,1645.51
2017,"Carrickmines, Dublin 18",All bedrooms,All property types,1786.04
2017,"Foxrock, Dublin 18",All bedrooms,All property types,2461.7
2017,"Leopardstown, Dublin 18",All bedrooms,All property types,1869.3
2017,"Sandyford, Dublin 18",All bedrooms,All property types,1682.85
2017,"Stepaside, Dublin 18",All bedrooms,All property types,1567.78
2017,Dublin 20,All bedrooms,All property types,1289.44
2017,"Chapelizod, Dublin 20",All bedrooms,All property types,1301.06
2017,"Palmerstown, Dublin 20",All bedrooms,All property types,1398.36
2017,"Clondalkin, Dublin 22",All bedrooms,All property types,1228.8
2017,Dublin 24,All bedrooms,All property types,1245.14
2017,"Ballycullen, Dublin 24",All bedrooms,All property types,1436.41
2017,"Citywest, Dublin 24",All bedrooms,All property types,1333.48
2017,"Firhouse, Dublin 24",All bedrooms,All property types,1402.81
2017,"Tallaght, Dublin 24",All bedrooms,All property types,1294.39
2018,Dublin,All bedrooms,All property types,1609.84
2018,"Balbriggan, Dublin",All bedrooms,All property types,1203.7
2018,"Blackrock, Dublin",All bedrooms,All property types,1984.48
2018,"Booterstown, Dublin",All bedrooms,All property types,2049.24
2018,"Dalkey, Dublin",All bedrooms,All property types,2466.07
2018,"Donabate, Dublin",All bedrooms,All property types,1315.88
2018,"Dun Laoghaire, Dublin",All bedrooms,All property types,1876.93
2018,"Glenageary, Dublin",All bedrooms,All property types,2098.64
2018,"Howth, Dublin",All bedrooms,All property types,1797.33
2018,"Killiney, Dublin",All bedrooms,All property types,2168.76
2018,"Kinsealy, Dublin",All bedrooms,All property types,1477.03
2018,"Lucan, Dublin",All bedrooms,All property types,1567.52
2018,"Lusk, Dublin",All bedrooms,All property types,1343.73
2018,"Malahide, Dublin",All bedrooms,All property types,1925.37
2018,"Monkstown, Dublin",All bedrooms,All property types,1741.88
2018,"Mount Merrion, Dublin",All bedrooms,All property types,2354.39
2018,"Portmarnock, Dublin",All bedrooms,All property types,1590.71
2018,"Rathcoole, Dublin",All bedrooms,All property types,1388.63
2018,"Rush, Dublin",All bedrooms,All property types,1311.06
2018,"Saggart, Dublin",All bedrooms,All property types,1448.35
2018,"Sandycove, Dublin",All bedrooms,All property types,2250.49
2018,"Shankill, Dublin",All bedrooms,All property types,1633.9
2018,"Skerries, Dublin",All bedrooms,All property types,1399.53
2018,"Stillorgan, Dublin",All bedrooms,All property types,1884.4
2018,"Swords, Dublin",All bedrooms,All property types,1435.18
2018,Dublin 1,All bedrooms,All property types,1479.6
2018,"I.F.S.C., Dublin 1",All bedrooms,All property types,2374.79
2018,"Parnell Street, Dublin 1",All bedrooms,All property types,1662.22
2018,"Spencer Dock, Dublin 1",All bedrooms,All property types,2079.6
2018,"Summerhill, Dublin 1",All bedrooms,All property types,1474.06
2018,Dublin 2,All bedrooms,All property types,1929.63
2018,"Aungier Street, Dublin 2",All bedrooms,All property types,1648.45
2018,"Charlemont Street, Dublin 2",All bedrooms,All property types,1841.35
2018,"Grand Canal Dock, Dublin 2",All bedrooms,All property types,2428.65
2018,"Grand Canal Square, Dublin 2",All bedrooms,All property types,2898.25
2018,"Hanover Quay, Dublin 2",All bedrooms,All property types,2190.18
2018,"Lower Mount Street, Dublin 2",All bedrooms,All property types,1801.4
2018,"Pearse Street, Dublin 2",All bedrooms,All property types,1714.4
2018,"Tara Street, Dublin 2",All bedrooms,All property types,1532.77
2018,"Temple Bar, Dublin 2",All bedrooms,All property types,1698.04
2018,"Townsend Street, Dublin 2",All bedrooms,All property types,1774.49
2018,Dublin 3,All bedrooms,All property types,1534.95
2018,"Clonliffe, Dublin 3",All bedrooms,All property types,1401.57
2018,"Clontarf, Dublin 3",All bedrooms,All property types,1629.79
2018,"Drumcondra, Dublin 3",All bedrooms,All property types,1542.42
2018,"East Wall, Dublin 3",All bedrooms,All property types,1589.21
2018,"Fairview, Dublin 3",All bedrooms,All property types,1366.98
2018,"Marino, Dublin 3",All bedrooms,All property types,1746.09
2018,"North Strand, Dublin 3",All bedrooms,All property types,1441.68
2018,Dublin 4,All bedrooms,All property types,2025.13
2018,"Ballsbridge, Dublin 4",All bedrooms,All property types,2244.29
2018,"Donnybrook, Dublin 4",All bedrooms,All property types,2002.11
2018,"Irishtown, Dublin 4",All bedrooms,All property types,1942.8
2018,"Merrion, Dublin 4",All bedrooms,All property types,1794.68
2018,"Pembroke, Dublin 4",All bedrooms,All property types,2175.97
2018,"Ringsend, Dublin 4",All bedrooms,All property types,1831.78
2018,"Sandymount, Dublin 4",All bedrooms,All property types,2096.96
2018,Dublin 5,All bedrooms,All property types,1446.8
2018,"Artane, Dublin 5",All bedrooms,All property types,1560.25
2018,"Killester, Dublin 5",All bedrooms,All property types,1713.06
2018,"Raheny, Dublin 5",All bedrooms,All property types,1586.59
2018,Dublin 6,All bedrooms,All property types,1491.63
2018,"Dartry, Dublin 6",All bedrooms,All property types,1898.5
2018,"Harolds Cross, Dublin 6",All bedrooms,All property types,1579.25
2018,"Milltown, Dublin 6",All bedrooms,All property types,1980.77
2018,"Ranelagh, Dublin 6",All bedrooms,All property types,1677.5
2018,"Rathgar, Dublin 6",All bedrooms,All property types,1536.28
2018,"Rathmines, Dublin 6",All bedrooms,All property types,1264.46
2018,"Terenure, Dublin 6",All bedrooms,All property types,1413.68
2018,Dublin 6W,All bedrooms,All property types,1692.73
2018,"Harolds Cross, Dublin 6W",All bedrooms,All property types,1512.04
2018,"Templeogue, Dublin 6W",All bedrooms,All property types,1889.45
2018,"Terenure, Dublin 6W",All bedrooms,All property types,1792.46
2018,Dublin 7,All bedrooms,All property types,1277.79
2018,"Arbour Hill, Dublin 7",All bedrooms,All property types,1580.26
2018,"Cabra, Dublin 7",All bedrooms,All property types,1242.94
2018,"Navan Road, Dublin 7",All bedrooms,All property types,1455.62
2018,"North Circular Road, Dublin 7",All bedrooms,All property types,1273.25
2018,"Phibsboro, Dublin 7",All bedrooms,All property types,1149.49
2018,"Smithfield, Dublin 7",All bedrooms,All property types,1599.98
2018,"Stoneybatter, Dublin 7",All bedrooms,All property types,1472.79
2018,Dublin 8,All bedrooms,All property types,1439.39
2018,"Christchurch, Dublin 8",All bedrooms,All property types,1568.13
2018,"Cork Street, Dublin 8",All bedrooms,All property types,1432.59
2018,"Inchicore, Dublin 8",All bedrooms,All property types,1412.34
2018,"Islandbridge, Dublin 8",All bedrooms,All property types,1815.52
2018,"Kilmainham , Dublin 8",All bedrooms,All property types,1535.38
2018,"Portobello, Dublin 8",All bedrooms,All property types,1441.98
2018,"Rialto, Dublin 8",All bedrooms,All property types,1382.94
2018,"South Circular Road, Dublin 8",All bedrooms,All property types,1326.44
2018,"The Coombe, Dublin 8",All bedrooms,All property types,1485.38
2018,Dublin 9,All bedrooms,All property types,1510.81
2018,"Ballymun, Dublin 9",All bedrooms,All property types,1290.78
2018,"Beaumont, Dublin 9",All bedrooms,All property types,1599.46
2018,"Drumcondra, Dublin 9",All bedrooms,All property types,1577.18
2018,"Glasnevin, Dublin 9",All bedrooms,All property types,1535.9
2018,"Santry, Dublin 9",All bedrooms,All property types,1495.94
2018,"Whitehall, Dublin 9",All bedrooms,All property types,1555.14
2018,Dublin 10,All bedrooms,All property types,1220.44
2018,"Ballyfermot, Dublin 10",All bedrooms,All property types,1303.94
2018,"Cherry Orchard, Dublin 10",All bedrooms,All property types,1327.41
2018,Dublin 11,All bedrooms,All property types,1324.1
2018,"Ballymun, Dublin 11",All bedrooms,All property types,1169.71
2018,"Finglas, Dublin 11",All bedrooms,All property types,1407.82
2018,"Glasnevin, Dublin 11",All bedrooms,All property types,1452.51
2018,"Meakstown, Dublin 11",All bedrooms,All property types,1305.56
2018,"St Margarets Road, Dublin 11",All bedrooms,All property types,1402.58
2018,Dublin 12,All bedrooms,All property types,1387.47
2018,"Crumlin, Dublin 12",All bedrooms,All property types,1421.87
2018,"Drimnagh, Dublin 12",All bedrooms,All property types,1512.98
2018,"Kimmage, Dublin 12",All bedrooms,All property types,1568.32
2018,"Walkinstown, Dublin 12",All bedrooms,All property types,1484.16
2018,Dublin 13,All bedrooms,All property types,1558.15
2018,"Baldoyle, Dublin 13",All bedrooms,All property types,1550.11
2018,"Balgriffin, Dublin 13",All bedrooms,All property types,1838.01
2018,"Clongriffin, Dublin 13",All bedrooms,All property types,1488.0
2018,"Donaghmede, Dublin 13",All bedrooms,All property types,1438.15
2018,"Sutton, Dublin 13",All bedrooms,All property types,1897.8
2018,Dublin 14,All bedrooms,All property types,1899.6
2018,"Churchtown, Dublin 14",All bedrooms,All property types,1990.72
2018,"Clonskeagh, Dublin 14",All bedrooms,All property types,2095.11
2018,"Dundrum, Dublin 14",All bedrooms,All property types,1903.79
2018,"Goatstown, Dublin 14",All bedrooms,All property types,2168.81
