Year,Location,Bedrooms,Property_type,Rent
2010,Dublin 13,All bedrooms,All property types,1051.67
2010,"Baldoyle, Dublin 13",All bedrooms,All property types,1046.06
2010,"Balgriffin, Dublin 13",All bedrooms,All property types,1043.12
2010,"Clongriffin, Dublin 13",All bedrooms,All property types,1008.47
2010,"Donaghmede, Dublin 13",All bedrooms,All property types,1004.2
2010,"Sutton, Dublin 13",All bedrooms,All property types,1249.71
2010,Dublin 14,All bedrooms,All property types,1262.1
2010,"Churchtown, Dublin 14",All bedrooms,All property types,1352.37
2010,"Clonskeagh, Dublin 14",All bedrooms,All property types,1394.21
2010,"Dundrum, Dublin 14",All bedrooms,All property types,1201.9
2010,"Goatstown, Dublin 14",All bedrooms,All property types,1492.28
2010,"Rathfarnham, Dublin 14",All bedrooms,All property types,1162.16
2010,Dublin 15,All bedrooms,All property types,999.7
2010,"Ashtown, Dublin 15",All bedrooms,All property types,996.63
2010,"Blanchardstown, Dublin 15",All bedrooms,All property types,957.55
2010,"Carpenterstown, Dublin 15",All bedrooms,All property types,1000.43
2010,"Castleknock, Dublin 15",All bedrooms,All property types,1075.05
2010,"Clonee, Dublin 15",All bedrooms,All property types,972.33
2010,"Clonsilla, Dublin 15",All bedrooms,All property types,1006.06
2010,"Coolmine, Dublin 15",All bedrooms,All property types,987.81
2010,"Mulhuddart, Dublin 15",All bedrooms,All property types,942.24
2010,"Ongar, Dublin 15",All bedrooms,All property types,900.33
2010,"Porterstown, Dublin 15",All bedrooms,All property types,979.49
2010,"Royal Canal Park, Dublin 15",All bedrooms,All property types,987.09
2010,"Tyrrelstown, Dublin 15",All bedrooms,All property types,977.9
2010,Dublin 16,All bedrooms,All property types,1174.18
2010,"Ballinteer, Dublin 16",All bedrooms,All property types,1184.34
2010,"Dundrum, Dublin 16",All bedrooms,All property types,1209.63
2010,"Knocklyon, Dublin 16",All bedrooms,All property types,1143.98
2010,"Rathfarnham, Dublin 16",All bedrooms,All property types,1157.04
2010,"Sandyford, Dublin 16",All bedrooms,All property types,1193.5
2010,Dublin 17,All bedrooms,All property types,990.78
2010,"Malahide Road, Dublin 17",All bedrooms,All property types,1003.15
2010,"Northern Cross, Dublin 17",All bedrooms,All property types,984.36
2010,Dublin 18,All bedrooms,All property types,1210.15
2010,"Cabinteely, Dublin 18",All bedrooms,All property types,1158.27
2010,"Carrickmines, Dublin 18",All bedrooms,All property types,1228.45
2010,"Foxrock, Dublin 18",All bedrooms,All property types,1726.47
2010,"Leopardstown, Dublin 18",All bedrooms,All property types,1268.19
2010,"Sandyford, Dublin 18",All bedrooms,All property types,1133.07
2010,"Stepaside, Dublin 18",All bedrooms,All property types,1109.22
2010,Dublin 20,All bedrooms,All property types,978.53
2010,"Chapelizod, Dublin 20",All bedrooms,All property types,948.03
2010,"Palmerstown, Dublin 20",All bedrooms,All property types,1023.86
2010,"Clondalkin, Dublin 22",All bedrooms,All property types,917.97
2010,Dublin 24,All bedrooms,All property types,948.14
2010,"Ballycullen, Dublin 24",All bedrooms,All property types,1058.89
2010,"Citywest, Dublin 24",All bedrooms,All property types,952.02
2010,"Firhouse, Dublin 24",All bedrooms,All property types,1059.61
2010,"Tallaght, Dublin 24",All bedrooms,All property types,926.21
2011,Dublin,All bedrooms,All property types,1011.91
2011,"Balbriggan, Dublin",All bedrooms,All property types,769.42
2011,"Blackrock, Dublin",All bedrooms,All property types,1257.14
2011,"Booterstown, Dublin",All bedrooms,All property types,1325.14
2011,"Dalkey, Dublin",All bedrooms,All property types,1459.08
2011,"Donabate, Dublin",All bedrooms,All property types,861.21
2011,"Dun Laoghaire, Dublin",All bedrooms,All property types,1058.58
2011,"Glenageary, Dublin",All bedrooms,All property types,1290.75
2011,"Howth, Dublin",All bedrooms,All property types,1141.01
2011,"Killiney, Dublin",All bedrooms,All property types,1430.06
2011,"Kinsealy, Dublin",All bedrooms,All property types,984.29
2011,"Lucan, Dublin",All bedrooms,All property types,979.91
2011,"Lusk, Dublin",All bedrooms,All property types,916.09
2011,"Malahide, Dublin",All bedrooms,All property types,1217.36
2011,"Monkstown, Dublin",All bedrooms,All property types,1052.25
2011,"Mount Merrion, Dublin",All bedrooms,All property types,1608.93
2011,"Portmarnock, Dublin",All bedrooms,All property types,1101.83
2011,"Rathcoole, Dublin",All bedrooms,All property types,895.11
2011,"Rush, Dublin",All bedrooms,All property types,878.65
2011,"Saggart, Dublin",All bedrooms,All property types,948.34
2011,"Sandycove, Dublin",All bedrooms,All property types,1207.01
2011,"Shankill, Dublin",All bedrooms,All property types,1116.76
2011,"Skerries, Dublin",All bedrooms,All property types,893.46
2011,"Stillorgan, Dublin",All bedrooms,All property types,1252.93
2011,"Swords, Dublin",All bedrooms,All property types,935.66
2011,Dublin 1,All bedrooms,All property types,982.93
2011,"I.F.S.C., Dublin 1",All bedrooms,All property types,1522.4
2011,"Parnell Street, Dublin 1",All bedrooms,All property types,1033.06
2011,"Spencer Dock, Dublin 1",All bedrooms,All property types,1304.55
2011,"Summerhill, Dublin 1",All bedrooms,All property types,942.3
2011,Dublin 2,All bedrooms,All property types,1133.45
2011,"Aungier Street, Dublin 2",All bedrooms,All property types,934.92
2011,"Charlemont Street, Dublin 2",All bedrooms,All property types,1204.72
2011,"Grand Canal Dock, Dublin 2",All bedrooms,All property types,1451.33
2011,"Grand Canal Square, Dublin 2",All bedrooms,All property types,1513.9
2011,"Hanover Quay, Dublin 2",All bedrooms,All property types,1585.83
2011,"Lower Mount Street, Dublin 2",All bedrooms,All property types,1002.98
2011,"Pearse Street, Dublin 2",All bedrooms,All property types,1018.07
2011,"Tara Street, Dublin 2",All bedrooms,All property types,946.18
2011,"Temple Bar, Dublin 2",All bedrooms,All property types,1103.99
2011,"Townsend Street, Dublin 2",All bedrooms,All property types,1072.12
2011,Dublin 3,All bedrooms,All property types,932.53
2011,"Clonliffe, Dublin 3",All bedrooms,All property types,795.77
2011,"Clontarf, Dublin 3",All bedrooms,All property types,988.79
2011,"Drumcondra, Dublin 3",All bedrooms,All property types,948.29
2011,"East Wall, Dublin 3",All bedrooms,All property types,915.19
2011,"Fairview, Dublin 3",All bedrooms,All property types,873.56
2011,"Marino, Dublin 3",All bedrooms,All property types,1073.64
2011,"North Strand, Dublin 3",All bedrooms,All property types,856.86
2011,Dublin 4,All bedrooms,All property types,1272.03
2011,"Ballsbridge, Dublin 4",All bedrooms,All property types,1358.76
2011,"Donnybrook, Dublin 4",All bedrooms,All property types,1297.8
2011,"Irishtown, Dublin 4",All bedrooms,All property types,1116.89
2011,"Merrion, Dublin 4",All bedrooms,All property types,1199.31
2011,"Pembroke, Dublin 4",All bedrooms,All property types,1217.07
2011,"Ringsend, Dublin 4",All bedrooms,All property types,1174.69
2011,"Sandymount, Dublin 4",All bedrooms,All property types,1380.54
2011,Dublin 5,All bedrooms,All property types,1011.68
2011,"Artane, Dublin 5",All bedrooms,All property types,999.26
2011,"Killester, Dublin 5",All bedrooms,All property types,1019.89
2011,"Raheny, Dublin 5",All bedrooms,All property types,1038.7
2011,Dublin 6,All bedrooms,All property types,955.32
2011,"Dartry, Dublin 6",All bedrooms,All property types,1269.41
2011,"Harolds Cross, Dublin 6",All bedrooms,All property types,1000.08
2011,"Milltown, Dublin 6",All bedrooms,All property types,1251.83
2011,"Ranelagh, Dublin 6",All bedrooms,All property types,1007.92
2011,"Rathgar, Dublin 6",All bedrooms,All property types,911.78
2011,"Rathmines, Dublin 6",All bedrooms,All property types,849.14
2011,"Terenure, Dublin 6",All bedrooms,All property types,1030.81
2011,Dublin 6W,All bedrooms,All property types,1087.2
2011,"Harolds Cross, Dublin 6W",All bedrooms,All property types,1027.65
2011,"Templeogue, Dublin 6W",All bedrooms,All property types,1215.91
2011,"Terenure, Dublin 6W",All bedrooms,All property types,1140.41
2011,Dublin 7,All bedrooms,All property types,856.39
2011,"Arbour Hill, Dublin 7",All bedrooms,All property types,1023.0
2011,"Cabra, Dublin 7",All bedrooms,All property types,830.0
2011,"Navan Road, Dublin 7",All bedrooms,All property types,983.5
2011,"North Circular Road, Dublin 7",All bedrooms,All property types,924.27
2011,"Phibsboro, Dublin 7",All bedrooms,All property types,760.44
2011,"Smithfield, Dublin 7",All bedrooms,All property types,1011.86
2011,"Stoneybatter, Dublin 7",All bedrooms,All property types,923.26
2011,Dublin 8,All bedrooms,All property types,907.12
2011,"Christchurch, Dublin 8",All bedrooms,All property types,906.93
2011,"Cork Street, Dublin 8",All bedrooms,All property types,945.04
2011,"Dolphins Barn, Dublin 8",All bedrooms,All property types,900.64
2011,"Inchicore, Dublin 8",All bedrooms,All property types,906.81
2011,"Islandbridge, Dublin 8",All bedrooms,All property types,1012.82
2011,"Kilmainham , Dublin 8",All bedrooms,All property types,964.63
2011,"Portobello, Dublin 8",All bedrooms,All property types,866.94
2011,"Rialto, Dublin 8",All bedrooms,All property types,885.99
2011,"South Circular Road, Dublin 8",All bedrooms,All property types,887.31
2011,"The Coombe, Dublin 8",All bedrooms,All property types,910.31
2011,Dublin 9,All bedrooms,All property types,945.01
2011,"Ballymun, Dublin 9",All bedrooms,All property types,773.12
2011,"Beaumont, Dublin 9",All bedrooms,All property types,949.82
2011,"Drumcondra, Dublin 9",All bedrooms,All property types,960.79
2011,"Glasnevin, Dublin 9",All bedrooms,All property types,943.61
2011,"Santry, Dublin 9",All bedrooms,All property types,927.14
2011,"Whitehall, Dublin 9",All bedrooms,All property types,1011.62
2011,Dublin 10,All bedrooms,All property types,866.6
2011,"Ballyfermot, Dublin 10",All bedrooms,All property types,902.76
2011,"Cherry Orchard, Dublin 10",All bedrooms,All property types,819.49
2011,Dublin 11,All bedrooms,All property types,893.77
2011,"Ballymun, Dublin 11",All bedrooms,All property types,774.39
2011,"Finglas, Dublin 11",All bedrooms,All property types,895.61
2011,"Glasnevin, Dublin 11",All bedrooms,All property types,975.08
2011,"Meakstown, Dublin 11",All bedrooms,All property types,951.72
2011,"St Margarets Road, Dublin 11",All bedrooms,All property types,941.22
2011,Dublin 12,All bedrooms,All property types,958.16
2011,"Crumlin, Dublin 12",All bedrooms,All property types,938.43
2011,"Drimnagh, Dublin 12",All bedrooms,All property types,983.51
2011,"Kimmage, Dublin 12",All bedrooms,All property types,941.61
2011,"Walkinstown, Dublin 12",All bedrooms,All property types,1014.99
2011,Dublin 13,All bedrooms,All property types,1035.08
2011,"Baldoyle, Dublin 13",All bedrooms,All property types,1004.25
2011,"Balgriffin, Dublin 13",All bedrooms,All property types,1052.85
2011,"Clongriffin, Dublin 13",All bedrooms,All property types,966.49
2011,"Donaghmede, Dublin 13",All bedrooms,All property types,977.98
2011,"Sutton, Dublin 13",All bedrooms,All property types,1299.38
2011,Dublin 14,All bedrooms,All property types,1235.1
2011,"Churchtown, Dublin 14",All bedrooms,All property types,1281.49
2011,"Clonskeagh, Dublin 14",All bedrooms,All property types,1319.45
2011,"Dundrum, Dublin 14",All bedrooms,All property types,1176.65
2011,"Goatstown, Dublin 14",All bedrooms,All property types,1462.42
2011,"Rathfarnham, Dublin 14",All bedrooms,All property types,1136.04
2011,Dublin 15,All bedrooms,All property types,955.74
2011,"Ashtown, Dublin 15",All bedrooms,All property types,960.01
2011,"Blanchardstown, Dublin 15",All bedrooms,All property types,903.86
2011,"Carpenterstown, Dublin 15",All bedrooms,All property types,956.23
2011,"Castleknock, Dublin 15",All bedrooms,All property types,1037.79
2011,"Clonee, Dublin 15",All bedrooms,All property types,936.6
2011,"Clonsilla, Dublin 15",All bedrooms,All property types,967.7
2011,"Coolmine, Dublin 15",All bedrooms,All property types,964.11
2011,"Mulhuddart, Dublin 15",All bedrooms,All property types,887.0
2011,"Ongar, Dublin 15",All bedrooms,All property types,861.64
2011,"Porterstown, Dublin 15",All bedrooms,All property types,849.77
2011,"Royal Canal Park, Dublin 15",All bedrooms,All property types,947.24
2011,"Tyrrelstown, Dublin 15",All bedrooms,All property types,938.16
2011,Dublin 16,All bedrooms,All property types,1142.35
2011,"Ballinteer, Dublin 16",All bedrooms,All property types,1179.61
2011,"Dundrum, Dublin 16",All bedrooms,All property types,1186.2
2011,"Knocklyon, Dublin 16",All bedrooms,All property types,1104.05
2011,"Rathfarnham, Dublin 16",All bedrooms,All property types,1124.54
2011,"Sandyford, Dublin 16",All bedrooms,All property types,1153.02
2011,Dublin 17,All bedrooms,All property types,939.35
2011,"Malahide Road, Dublin 17",All bedrooms,All property types,938.57
2011,"Northern Cross, Dublin 17",All bedrooms,All property types,963.08
2011,Dublin 18,All bedrooms,All property types,1184.82
2011,"Cabinteely, Dublin 18",All bedrooms,All property types,1123.03
2011,"Carrickmines, Dublin 18",All bedrooms,All property types,1203.01
2011,"Foxrock, Dublin 18",All bedrooms,All property types,1746.44
2011,"Leopardstown, Dublin 18",All bedrooms,All property types,1231.52
2011,"Sandyford, Dublin 18",All bedrooms,All property types,1112.55
2011,"Stepaside, Dublin 18",All bedrooms,All property types,1063.35
2011,Dublin 20,All bedrooms,All property types,932.46
2011,"Chapelizod, Dublin 20",All bedrooms,All property types,902.54
2011,"Palmerstown, Dublin 20",All bedrooms,All property types,957.32
2011,"Clondalkin, Dublin 22",All bedrooms,All property types,884.09
2011,Dublin 24,All bedrooms,All property types,911.3
2011,"Ballycullen, Dublin 24",All bedrooms,All property types,1017.63
2011,"Citywest, Dublin 24",All bedrooms,All property types,924.92
2011,"Firhouse, Dublin 24",All bedrooms,All property types,1011.52
2011,"Tallaght, Dublin 24",All bedrooms,All property types,895.87
2012,Dublin,All bedrooms,All property types,1027.36
2012,"Balbriggan, Dublin",All bedrooms,All property types,769.47
2012,"Blackrock, Dublin",All bedrooms,All property types,1297.64
2012,"Booterstown, Dublin",All bedrooms,All property types,1328.88
2012,"Dalkey, Dublin",All bedrooms,All property types,1513.39
2012,"Donabate, Dublin",All bedrooms,All property types,875.49
2012,"Dun Laoghaire, Dublin",All bedrooms,All property types,1076.63
2012,"Glenageary, Dublin",All bedrooms,All property types,1454.19
2012,"Howth, Dublin",All bedrooms,All property types,1140.21
2012,"Killiney, Dublin",All bedrooms,All property types,1481.27
2012,"Kinsealy, Dublin",All bedrooms,All property types,972.25
2012,"Lucan, Dublin",All bedrooms,All property types,986.34
2012,"Lusk, Dublin",All bedrooms,All property types,901.03
2012,"Malahide, Dublin",All bedrooms,All property types,1270.55
2012,"Monkstown, Dublin",All bedrooms,All property types,1086.87
2012,"Mount Merrion, Dublin",All bedrooms,All property types,1693.96
2012,"Portmarnock, Dublin",All bedrooms,All property types,1094.65
2012,"Rathcoole, Dublin",All bedrooms,All property types,870.92
2012,"Rush, Dublin",All bedrooms,All property types,877.85
2012,"Saggart, Dublin",All bedrooms,All property types,941.53
2012,"Sandycove, Dublin",All bedrooms,All property types,1445.58
2012,"Shankill, Dublin",All bedrooms,All property types,1105.33
2012,"Skerries, Dublin",All bedrooms,All property types,899.34
2012,"Stillorgan, Dublin",All bedrooms,All property types,1282.2
2012,"Swords, Dublin",All bedrooms,All property types,946.11
2012,Dublin 1,All bedrooms,All property types,983.55
2012,"I.F.S.C., Dublin 1",All bedrooms,All property types,1890.21
2012,"Parnell Street, Dublin 1",All bedrooms,All property types,1030.81
2012,"Spencer Dock, Dublin 1",All bedrooms,All property types,1375.41
2012,"Summerhill, Dublin 1",All bedrooms,All property types,961.3
2012,Dublin 2,All bedrooms,All property types,1177.31
2012,"Aungier Street, Dublin 2",All bedrooms,All property types,957.42
2012,"Charlemont Street, Dublin 2",All bedrooms,All property types,1233.21
2012,"Grand Canal Dock, Dublin 2",All bedrooms,All property types,1525.98
2012,"Grand Canal Square, Dublin 2",All bedrooms,All property types,1782.96
2012,"Hanover Quay, Dublin 2",All bedrooms,All property types,1543.75
2012,"Lower Mount Street, Dublin 2",All bedrooms,All property types,1065.45
2012,"Pearse Street, Dublin 2",All bedrooms,All property types,1050.51
2012,"Tara Street, Dublin 2",All bedrooms,All property types,951.08
2012,"Temple Bar, Dublin 2",All bedrooms,All property types,1103.31
2012,"Townsend Street, Dublin 2",All bedrooms,All property types,1108.38
2012,Dublin 3,All bedrooms,All property types,945.65
2012,"Clonliffe, Dublin 3",All bedrooms,All property types,803.28
2012,"Clontarf, Dublin 3",All bedrooms,All property types,1017.96
2012,"Drumcondra, Dublin 3",All bedrooms,All property types,961.43
2012,"East Wall, Dublin 3",All bedrooms,All property types,945.33
2012,"Fairview, Dublin 3",All bedrooms,All property types,890.19
2012,"Marino, Dublin 3",All bedrooms,All property types,1104.47
2012,"North Strand, Dublin 3",All bedrooms,All property types,843.41
2012,Dublin 4,All bedrooms,All property types,1297.5
2012,"Ballsbridge, Dublin 4",All bedrooms,All property types,1391.64
2012,"Donnybrook, Dublin 4",All bedrooms,All property types,1290.59
2012,"Irishtown, Dublin 4",All bedrooms,All property types,1170.03
2012,"Merrion, Dublin 4",All bedrooms,All property types,1234.68
2012,"Pembroke, Dublin 4",All bedrooms,All property types,1216.17
2012,"Ringsend, Dublin 4",All bedrooms,All property types,1177.66
2012,"Sandymount, Dublin 4",All bedrooms,All property types,1392.58
2012,Dublin 5,All bedrooms,All property types,1011.84
2012,"Artane, Dublin 5",All bedrooms,All property types,990.64
2012,"Killester, Dublin 5",All bedrooms,All property types,1033.65
2012,"Raheny, Dublin 5",All bedrooms,All property types,1036.55
2012,Dublin 6,All bedrooms,All property types,972.86
2012,"Dartry, Dublin 6",All bedrooms,All property types,1290.2
2012,"Harolds Cross, Dublin 6",All bedrooms,All property types,987.98
2012,"Milltown, Dublin 6",All bedrooms,All property types,1332.18
2012,"Ranelagh, Dublin 6",All bedrooms,All property types,1030.46
2012,"Rathgar, Dublin 6",All bedrooms,All property types,903.91
2012,"Rathmines, Dublin 6",All bedrooms,All property types,839.16
2012,"Terenure, Dublin 6",All bedrooms,All property types,1025.47
2012,Dublin 6W,All bedrooms,All property types,1073.99
2012,"Harolds Cross, Dublin 6W",All bedrooms,All property types,1008.74
2012,"Templeogue, Dublin 6W",All bedrooms,All property types,1257.67
2012,"Terenure, Dublin 6W",All bedrooms,All property types,1149.63
2012,Dublin 7,All bedrooms,All property types,845.07
2012,"Arbour Hill, Dublin 7",All bedrooms,All property types,1060.21
2012,"Cabra, Dublin 7",All bedrooms,All property types,775.24
2012,"Navan Road, Dublin 7",All bedrooms,All property types,998.93
2012,"North Circular Road, Dublin 7",All bedrooms,All property types,828.21
2012,"Phibsboro, Dublin 7",All bedrooms,All property types,750.39
2012,"Smithfield, Dublin 7",All bedrooms,All property types,990.84
2012,"Stoneybatter, Dublin 7",All bedrooms,All property types,906.04
2012,Dublin 8,All bedrooms,All property types,919.66
2012,"Christchurch, Dublin 8",All bedrooms,All property types,920.99
2012,"Cork Street, Dublin 8",All bedrooms,All property types,953.89
2012,"Dolphins Barn, Dublin 8",All bedrooms,All property types,889.19
2012,"Inchicore, Dublin 8",All bedrooms,All property types,904.66
2012,"Islandbridge, Dublin 8",All bedrooms,All property types,1075.07
2012,"Kilmainham , Dublin 8",All bedrooms,All property types,944.67
2012,"Portobello, Dublin 8",All bedrooms,All property types,852.43
2012,"Rialto, Dublin 8",All bedrooms,All property types,891.66
2012,"South Circular Road, Dublin 8",All bedrooms,All property types,847.43
2012,"The Coombe, Dublin 8",All bedrooms,All property types,923.55
2012,Dublin 9,All bedrooms,All property types,965.68
2012,"Ballymun, Dublin 9",All bedrooms,All property types,785.75
2012,"Beaumont, Dublin 9",All bedrooms,All property types,967.68
2012,"Drumcondra, Dublin 9",All bedrooms,All property types,980.17
2012,"Glasnevin, Dublin 9",All bedrooms,All property types,966.66
2012,"Santry, Dublin 9",All bedrooms,All property types,945.69
2012,"Whitehall, Dublin 9",All bedrooms,All property types,1061.83
2012,Dublin 10,All bedrooms,All property types,872.3
2012,"Ballyfermot, Dublin 10",All bedrooms,All property types,900.92
2012,"Cherry Orchard, Dublin 10",All bedrooms,All property types,839.49
2012,Dublin 11,All bedrooms,All property types,904.29
2012,"Ballymun, Dublin 11",All bedrooms,All property types,791.8
2012,"Finglas, Dublin 11",All bedrooms,All property types,890.99
2012,"Glasnevin, Dublin 11",All bedrooms,All property types,1000.24
2012,"Meakstown, Dublin 11",All bedrooms,All property types,936.98
2012,"St Margarets Road, Dublin 11",All bedrooms,All property types,950.5
2012,Dublin 12,All bedrooms,All property types,956.5
2012,"Crumlin, Dublin 12",All bedrooms,All property types,940.4
2012,"Drimnagh, Dublin 12",All bedrooms,All property types,984.41
2012,"Kimmage, Dublin 12",All bedrooms,All property types,952.21
2012,"Walkinstown, Dublin 12",All bedrooms,All property types,998.72
2012,Dublin 13,All bedrooms,All property types,1051.58
2012,"Baldoyle, Dublin 13",All bedrooms,All property types,1006.36
2012,"Balgriffin, Dublin 13",All bedrooms,All property types,1096.48
2012,"Clongriffin, Dublin 13",All bedrooms,All property types,986.52
2012,"Donaghmede, Dublin 13",All bedrooms,All property types,981.03
2012,"Sutton, Dublin 13",All bedrooms,All property types,1310.85
2012,Dublin 14,All bedrooms,All property types,1262.81
2012,"Churchtown, Dublin 14",All bedrooms,All property types,1295.91
2012,"Clonskeagh, Dublin 14",All bedrooms,All property types,1403.48
2012,"Dundrum, Dublin 14",All bedrooms,All property types,1190.49
2012,"Goatstown, Dublin 14",All bedrooms,All property types,1467.04
2012,"Rathfarnham, Dublin 14",All bedrooms,All property types,1155.19
2012,Dublin 15,All bedrooms,All property types,954.78
2012,"Ashtown, Dublin 15",All bedrooms,All property types,958.58
2012,"Blanchardstown, Dublin 15",All bedrooms,All property types,919.25
2012,"Carpenterstown, Dublin 15",All bedrooms,All property types,974.49
2012,"Castleknock, Dublin 15",All bedrooms,All property types,1045.93
2012,"Clonee, Dublin 15",All bedrooms,All property types,934.7
2012,"Clonsilla, Dublin 15",All bedrooms,All property types,961.65
2012,"Coolmine, Dublin 15",All bedrooms,All property types,922.94
2012,"Mulhuddart, Dublin 15",All bedrooms,All property types,861.6
2012,"Ongar, Dublin 15",All bedrooms,All property types,857.67
2012,"Porterstown, Dublin 15",All bedrooms,All property types,829.67
2012,"Royal Canal Park, Dublin 15",All bedrooms,All property types,947.87
2012,"Tyrrelstown, Dublin 15",All bedrooms,All property types,951.72
2012,Dublin 16,All bedrooms,All property types,1144.32
2012,"Ballinteer, Dublin 16",All bedrooms,All property types,1213.69
2012,"Dundrum, Dublin 16",All bedrooms,All property types,1208.07
2012,"Knocklyon, Dublin 16",All bedrooms,All property types,1111.7
2012,"Rathfarnham, Dublin 16",All bedrooms,All property types,1138.9
2012,"Sandyford, Dublin 16",All bedrooms,All property types,1156.35
2012,Dublin 17,All bedrooms,All property types,921.62
2012,"Malahide Road, Dublin 17",All bedrooms,All property types,929.82
2012,"Northern Cross, Dublin 17",All bedrooms,All property types,894.81
2012,Dublin 18,All bedrooms,All property types,1199.69
2012,"Cabinteely, Dublin 18",All bedrooms,All property types,1147.92
2012,"Carrickmines, Dublin 18",All bedrooms,All property types,1223.71
2012,"Foxrock, Dublin 18",All bedrooms,All property types,1795.43
2012,"Leopardstown, Dublin 18",All bedrooms,All property types,1239.11
2012,"Sandyford, Dublin 18",All bedrooms,All property types,1143.65
2012,"Stepaside, Dublin 18",All bedrooms,All property types,1097.09
2012,Dublin 20,All bedrooms,All property types,922.34
2012,"Chapelizod, Dublin 20",All bedrooms,All property types,903.24
2012,"Palmerstown, Dublin 20",All bedrooms,All property types,942.28
2012,"Clondalkin, Dublin 22",All bedrooms,All property types,894.56
2012,Dublin 24,All bedrooms,All property types,908.31
2012,"Ballycullen, Dublin 24",All bedrooms,All property types,1037.43
2012,"Citywest, Dublin 24",All bedrooms,All property types,931.61
2012,"Firhouse, Dublin 24",All bedrooms,All property types,1010.34
2012,"Tallaght, Dublin 24",All bedrooms,All property types,891.84
2013,Dublin,All bedrooms,All property types,1069.74
2013,"Balbriggan, Dublin",All bedrooms,All property types,781.77
2013,"Blackrock, Dublin",All bedrooms,All property types,1366.73
2013,"Booterstown, Dublin",All bedrooms,All property types,1422.12
2013,"Dalkey, Dublin",All bedrooms,All property types,1630.09
2013,"Donabate, Dublin",All bedrooms,All property types,902.7
2013,"Dun Laoghaire, Dublin",All bedrooms,All property types,1156.16
2013,"Glenageary, Dublin",All bedrooms,All property types,1513.58
2013,"Howth, Dublin",All bedrooms,All property types,1200.41
2013,"Killiney, Dublin",All bedrooms,All property types,1533.83
2013,"Kinsealy, Dublin",All bedrooms,All property types,1028.19
2013,"Lucan, Dublin",All bedrooms,All property types,1010.72
2013,"Lusk, Dublin",All bedrooms,All property types,904.95
2013,"Malahide, Dublin",All bedrooms,All property types,1334.6
2013,"Monkstown, Dublin",All bedrooms,All property types,1136.64
2013,"Mount Merrion, Dublin",All bedrooms,All property types,1880.46
2013,"Portmarnock, Dublin",All bedrooms,All property types,1139.68
2013,"Rathcoole, Dublin",All bedrooms,All property types,896.11
2013,"Rush, Dublin",All bedrooms,All property types,880.16
2013,"Saggart, Dublin",All bedrooms,All property types,984.34
2013,"Sandycove, Dublin",All bedrooms,All property types,1549.8
2013,"Shankill, Dublin",All bedrooms,All property types,1131.13
2013,"Skerries, Dublin",All bedrooms,All property types,935.86
2013,"Stillorgan, Dublin",All bedrooms,All property types,1315.57
2013,"Swords, Dublin",All bedrooms,All property types,972.39
2013,Dublin 1,All bedrooms,All property types,990.54
2013,"I.F.S.C., Dublin 1",All bedrooms,All property types,1952.07
2013,"Parnell Street, Dublin 1",All bedrooms,All property types,1054.44
2013,"Spencer Dock, Dublin 1",All bedrooms,All property types,1470.36
2013,"Summerhill, Dublin 1",All bedrooms,All property types,917.37
2013,Dublin 2,All bedrooms,All property types,1237.02
2013,"Aungier Street, Dublin 2",All bedrooms,All property types,1007.93
2013,"Charlemont Street, Dublin 2",All bedrooms,All property types,1295.2
2013,"Grand Canal Dock, Dublin 2",All bedrooms,All property types,1636.19
2013,"Grand Canal Square, Dublin 2",All bedrooms,All property types,1906.24
2013,"Hanover Quay, Dublin 2",All bedrooms,All property types,1591.89
2013,"Lower Mount Street, Dublin 2",All bedrooms,All property types,1130.35
2013,"Pearse Street, Dublin 2",All bedrooms,All property types,1123.57
2013,"Tara Street, Dublin 2",All bedrooms,All property types,991.67
2013,"Temple Bar, Dublin 2",All bedrooms,All property types,1151.56
2013,"Townsend Street, Dublin 2",All bedrooms,All property types,1128.22
2013,Dublin 3,All bedrooms,All property types,989.8
2013,"Clonliffe, Dublin 3",All bedrooms,All property types,879.46
2013,"Clontarf, Dublin 3",All bedrooms,All property types,1058.9
2013,"Drumcondra, Dublin 3",All bedrooms,All property types,1013.7
2013,"East Wall, Dublin 3",All bedrooms,All property types,988.26
2013,"Fairview, Dublin 3",All bedrooms,All property types,921.62
2013,"Marino, Dublin 3",All bedrooms,All property types,1122.7
2013,"North Strand, Dublin 3",All bedrooms,All property types,941.86
2013,Dublin 4,All bedrooms,All property types,1370.32
2013,"Ballsbridge, Dublin 4",All bedrooms,All property types,1443.35
2013,"Donnybrook, Dublin 4",All bedrooms,All property types,1375.71
2013,"Irishtown, Dublin 4",All bedrooms,All property types,1250.7
2013,"Merrion, Dublin 4",All bedrooms,All property types,1325.97
2013,"Pembroke, Dublin 4",All bedrooms,All property types,1321.61
2013,"Ringsend, Dublin 4",All bedrooms,All property types,1209.25
2013,"Sandymount, Dublin 4",All bedrooms,All property types,1482.43
2013,Dublin 5,All bedrooms,All property types,1040.61
2013,"Artane, Dublin 5",All bedrooms,All property types,1023.35
2013,"Killester, Dublin 5",All bedrooms,All property types,1075.32
2013,"Raheny, Dublin 5",All bedrooms,All property types,1090.41
2013,Dublin 6,All bedrooms,All property types,1017.02
2013,"Dartry, Dublin 6",All bedrooms,All property types,1426.13
2013,"Harolds Cross, Dublin 6",All bedrooms,All property types,1053.03
2013,"Milltown, Dublin 6",All bedrooms,All property types,1407.75
