Year,Location,Bedrooms,Property_type,Rent,District
2013,"Leopardstown, Dublin 18",Three bed,Apartment,1538.5,D18
2013,"Sandyford, Dublin 18",Three bed,Apartment,1394.22,D18
2013,Dublin 20,Three bed,Apartment,1116.01,D20
2013,"Chapelizod, Dublin 20",Three bed,Apartment,1160.94,D20
2013,Dublin 24,Three bed,Apartment,1026.11,D24
2013,"Citywest, Dublin 24",Three bed,Apartment,1014.84,D24
2013,"Tallaght, Dublin 24",Three bed,Apartment,1014.38,D24
2013,Dublin 6,Three bed,Other flats,1169.83,D6
2013,"Rathmines, Dublin 6",Three bed,Other flats,1129.69,D6
2013,"Blackrock, Dublin",Four plus bed,Detached house,2414.11,D18
2013,"Killiney, Dublin",Four plus bed,Detached house,2458.6,D18
2013,"Lucan, Dublin",Four plus bed,Detached house,1318.13,D20
2013,"Malahide, Dublin",Four plus bed,Detached house,2502.84,D17
2013,"Rush, Dublin",Four plus bed,Detached house,1079.52,D1
2013,Dublin 4,Four plus bed,Detached house,2668.67,D4
2013,Dublin 6,Four plus bed,Detached house,1946.58,D6
2013,Dublin 13,Four plus bed,Detached house,1773.68,D13
2013,Dublin 14,Four plus bed,Detached house,1987.97,D14
2013,Dublin 15,Four plus bed,Detached house,1357.09,D15
2013,"Castleknock, Dublin 15",Four plus bed,Detached house,1693.57,D15
2013,Dublin 16,Four plus bed,Detached house,1615.61,D16
2013,"Rathfarnham, Dublin 16",Four plus bed,Detached house,1700.0,D16
2013,Dublin 18,Four plus bed,Detached house,2212.52,D18
2013,"Foxrock, Dublin 18",Four plus bed,Detached house,2501.1,D18
2013,"Blackrock, Dublin",Four plus bed,Semi detached house,2005.72,D18
2013,"Booterstown, Dublin",Four plus bed,Semi detached house,2073.52,D4
2013,"Lucan, Dublin",Four plus bed,Semi detached house,1111.33,D20
2013,"Malahide, Dublin",Four plus bed,Semi detached house,1590.09,D17
2013,"Stillorgan, Dublin",Four plus bed,Semi detached house,1732.13,D18
2013,"Swords, Dublin",Four plus bed,Semi detached house,1178.09,D17
2013,Dublin 3,Four plus bed,Semi detached house,1576.85,D3
2013,"Clontarf, Dublin 3",Four plus bed,Semi detached house,1713.86,D3
2013,"Drumcondra, Dublin 3",Four plus bed,Semi detached house,1470.92,D3
2013,Dublin 4,Four plus bed,Semi detached house,2407.89,D4
2013,"Ballsbridge, Dublin 4",Four plus bed,Semi detached house,2500.22,D4
2013,"Sandymount, Dublin 4",Four plus bed,Semi detached house,2157.26,D4
2013,Dublin 5,Four plus bed,Semi detached house,1307.59,D5
2013,Dublin 6,Four plus bed,Semi detached house,2124.27,D6
2013,"Ranelagh, Dublin 6",Four plus bed,Semi detached house,2335.29,D6
2013,"Rathmines, Dublin 6",Four plus bed,Semi detached house,2113.43,D6
2013,Dublin 6W,Four plus bed,Semi detached house,1602.63,D6W
2013,"Templeogue, Dublin 6W",Four plus bed,Semi detached house,1439.09,D6W
2013,"Terenure, Dublin 6W",Four plus bed,Semi detached house,1903.8,D6W
2013,Dublin 7,Four plus bed,Semi detached house,1447.5,D7
2013,Dublin 8,Four plus bed,Semi detached house,1409.76,D8
2013,Dublin 9,Four plus bed,Semi detached house,1366.7,D9
2013,"Beaumont, Dublin 9",Four plus bed,Semi detached house,1297.63,D9
2013,"Drumcondra, Dublin 9",Four plus bed,Semi detached house,1462.23,D9
2013,"Glasnevin, Dublin 9",Four plus bed,Semi detached house,1369.15,D9
2013,"Santry, Dublin 9",Four plus bed,Semi detached house,1178.5,D9
2013,Dublin 11,Four plus bed,Semi detached house,1273.57,D11
2013,Dublin 12,Four plus bed,Semi detached house,1340.32,D12
2013,Dublin 13,Four plus bed,Semi detached house,1401.18,D13
2013,Dublin 14,Four plus bed,Semi detached house,1818.88,D14
2013,"Clonskeagh, Dublin 14",Four plus bed,Semi detached house,2021.3,D14
2013,"Dundrum, Dublin 14",Four plus bed,Semi detached house,1830.57,D14
2013,"Goatstown, Dublin 14",Four plus bed,Semi detached house,1962.66,D14
2013,"Rathfarnham, Dublin 14",Four plus bed,Semi detached house,1526.09,D14
2013,Dublin 15,Four plus bed,Semi detached house,1151.77,D15
2013,"Castleknock, Dublin 15",Four plus bed,Semi detached house,1241.95,D15
2013,"Clonee, Dublin 15",Four plus bed,Semi detached house,1101.22,D15
2013,"Clonsilla, Dublin 15",Four plus bed,Semi detached house,1139.33,D15
2013,"Tyrrelstown, Dublin 15",Four plus bed,Semi detached house,1070.97,D15
2013,Dublin 16,Four plus bed,Semi detached house,1460.03,D16
2013,"Dundrum, Dublin 16",Four plus bed,Semi detached house,1787.41,D16
2013,"Knocklyon, Dublin 16",Four plus bed,Semi detached house,1346.45,D16
2013,"Rathfarnham, Dublin 16",Four plus bed,Semi detached house,1516.33,D16
2013,Dublin 18,Four plus bed,Semi detached house,1647.17,D18
2013,"Foxrock, Dublin 18",Four plus bed,Semi detached house,1718.67,D18
2013,"Leopardstown, Dublin 18",Four plus bed,Semi detached house,1659.86,D18
2013,Dublin 20,Four plus bed,Semi detached house,1145.67,D20
2013,Dublin 24,Four plus bed,Semi detached house,1135.42,D24
2013,"Tallaght, Dublin 24",Four plus bed,Semi detached house,1102.89,D24
2013,"Malahide, Dublin",Four plus bed,Terrace house,1824.57,D17
2013,Dublin 1,Four plus bed,Terrace house,1656.33,D1
2013,Dublin 3,Four plus bed,Terrace house,1345.2,D3
2013,"Drumcondra, Dublin 3",Four plus bed,Terrace house,1479.57,D3
2013,Dublin 4,Four plus bed,Terrace house,2476.2,D4
2013,"Ballsbridge, Dublin 4",Four plus bed,Terrace house,2640.59,D4
2013,Dublin 6,Four plus bed,Terrace house,1977.97,D6
2013,"Ranelagh, Dublin 6",Four plus bed,Terrace house,1909.89,D6
2013,"Rathmines, Dublin 6",Four plus bed,Terrace house,1914.71,D6
2013,Dublin 6W,Four plus bed,Terrace house,1683.13,D6W
2013,Dublin 7,Four plus bed,Terrace house,1414.28,D7
2013,"Phibsboro, Dublin 7",Four plus bed,Terrace house,1455.6,D7
2013,Dublin 8,Four plus bed,Terrace house,1532.81,D8
2013,Dublin 9,Four plus bed,Terrace house,1529.12,D9
2013,"Drumcondra, Dublin 9",Four plus bed,Terrace house,1491.63,D9
2013,"Glasnevin, Dublin 9",Four plus bed,Terrace house,1575.28,D9
2013,Dublin 11,Four plus bed,Terrace house,1236.78,D11
2013,Dublin 12,Four plus bed,Terrace house,1243.22,D12
2013,Dublin 13,Four plus bed,Terrace house,1370.42,D13
2013,"Balgriffin, Dublin 13",Four plus bed,Terrace house,1414.0,D13
2013,Dublin 14,Four plus bed,Terrace house,1895.69,D14
2013,Dublin 15,Four plus bed,Terrace house,1163.06,D15
2013,"Tyrrelstown, Dublin 15",Four plus bed,Terrace house,1067.74,D15
2013,Dublin 18,Four plus bed,Terrace house,1630.65,D18
2013,Dublin 24,Four plus bed,Terrace house,1064.64,D24
2013,Dublin 1,Four plus bed,Apartment,2741.49,D1
2013,"I.F.S.C., Dublin 1",Four plus bed,Apartment,5142.47,D1
2013,Dublin 7,Four plus bed,Apartment,1198.91,D7
2013,Dublin 9,Four plus bed,Apartment,2305.41,D9
2013,"Glasnevin, Dublin 9",Four plus bed,Apartment,2572.5,D9
2014,Dublin 6,One bed,Semi detached house,785.91,D6
2014,Dublin 3,One bed,Terrace house,794.54,D3
2014,Dublin 4,One bed,Terrace house,1126.96,D4
2014,Dublin 6,One bed,Terrace house,816.35,D6
2014,"Rathmines, Dublin 6",One bed,Terrace house,686.87,D6
2014,Dublin 7,One bed,Terrace house,676.09,D7
2014,Dublin 8,One bed,Terrace house,865.74,D8
2014,"Balbriggan, Dublin",One bed,Apartment,629.89,D1
2014,"Blackrock, Dublin",One bed,Apartment,1063.93,D18
2014,"Booterstown, Dublin",One bed,Apartment,1105.47,D4
2014,"Donabate, Dublin",One bed,Apartment,767.16,D13
2014,"Dun Laoghaire, Dublin",One bed,Apartment,1005.74,D18
2014,"Lucan, Dublin",One bed,Apartment,800.3,D20
2014,"Malahide, Dublin",One bed,Apartment,1037.63,D17
2014,"Monkstown, Dublin",One bed,Apartment,921.33,D18
2014,"Portmarnock, Dublin",One bed,Apartment,903.33,D13
2014,"Stillorgan, Dublin",One bed,Apartment,1074.84,D18
2014,"Swords, Dublin",One bed,Apartment,827.58,D17
2014,Dublin 1,One bed,Apartment,913.39,D1
2014,"I.F.S.C., Dublin 1",One bed,Apartment,1087.48,D1
2014,"Parnell Street, Dublin 1",One bed,Apartment,961.31,D1
2014,Dublin 2,One bed,Apartment,1072.26,D2
2014,"Pearse Street, Dublin 2",One bed,Apartment,1085.15,D2
2014,"Temple Bar, Dublin 2",One bed,Apartment,1081.39,D2
2014,"Townsend Street, Dublin 2",One bed,Apartment,1099.06,D2
2014,Dublin 3,One bed,Apartment,903.01,D3
2014,"Clontarf, Dublin 3",One bed,Apartment,933.66,D3
2014,"Drumcondra, Dublin 3",One bed,Apartment,844.08,D3
2014,"East Wall, Dublin 3",One bed,Apartment,918.29,D3
2014,"Fairview, Dublin 3",One bed,Apartment,867.65,D3
2014,Dublin 4,One bed,Apartment,1123.74,D4
2014,"Ballsbridge, Dublin 4",One bed,Apartment,1176.62,D4
2014,"Donnybrook, Dublin 4",One bed,Apartment,1099.83,D4
2014,"Merrion, Dublin 4",One bed,Apartment,1150.0,D4
2014,"Pembroke, Dublin 4",One bed,Apartment,1174.45,D4
2014,"Ringsend, Dublin 4",One bed,Apartment,1072.6,D4
2014,"Sandymount, Dublin 4",One bed,Apartment,959.71,D4
2014,Dublin 5,One bed,Apartment,850.12,D5
2014,"Raheny, Dublin 5",One bed,Apartment,832.19,D5
2014,Dublin 6,One bed,Apartment,988.7,D6
2014,"Harolds Cross, Dublin 6",One bed,Apartment,889.21,D6
2014,"Milltown, Dublin 6",One bed,Apartment,1240.82,D6
2014,"Ranelagh, Dublin 6",One bed,Apartment,1026.22,D6
2014,"Rathgar, Dublin 6",One bed,Apartment,943.32,D6
2014,"Rathmines, Dublin 6",One bed,Apartment,911.07,D6
2014,Dublin 6W,One bed,Apartment,898.81,D6W
2014,"Harolds Cross, Dublin 6W",One bed,Apartment,884.9,D6W
2014,"Terenure, Dublin 6W",One bed,Apartment,977.32,D6W
2014,Dublin 7,One bed,Apartment,863.88,D7
2014,"Navan Road, Dublin 7",One bed,Apartment,903.78,D7
2014,"Phibsboro, Dublin 7",One bed,Apartment,776.93,D7
2014,"Smithfield, Dublin 7",One bed,Apartment,971.94,D7
2014,Dublin 8,One bed,Apartment,904.56,D8
2014,"Christchurch, Dublin 8",One bed,Apartment,914.89,D8
2014,"Cork Street, Dublin 8",One bed,Apartment,941.11,D8
2014,"Inchicore, Dublin 8",One bed,Apartment,880.82,D8
2014,"Islandbridge, Dublin 8",One bed,Apartment,1054.44,D8
2014,"Kilmainham , Dublin 8",One bed,Apartment,865.77,D8
2014,"Portobello, Dublin 8",One bed,Apartment,853.12,D8
2014,"Rialto, Dublin 8",One bed,Apartment,850.83,D8
2014,Dublin 9,One bed,Apartment,829.4,D9
2014,"Ballymun, Dublin 9",One bed,Apartment,804.79,D9
2014,"Beaumont, Dublin 9",One bed,Apartment,833.68,D9
2014,"Drumcondra, Dublin 9",One bed,Apartment,824.61,D9
2014,"Glasnevin, Dublin 9",One bed,Apartment,816.48,D9
2014,"Santry, Dublin 9",One bed,Apartment,867.25,D9
2014,Dublin 10,One bed,Apartment,784.19,D10
2014,Dublin 11,One bed,Apartment,821.26,D11
2014,"Ballymun, Dublin 11",One bed,Apartment,773.33,D11
2014,"Finglas, Dublin 11",One bed,Apartment,811.13,D11
2014,"Glasnevin, Dublin 11",One bed,Apartment,887.35,D11
2014,Dublin 12,One bed,Apartment,841.02,D12
2014,"Drimnagh, Dublin 12",One bed,Apartment,930.76,D12
2014,"Kimmage, Dublin 12",One bed,Apartment,826.65,D12
2014,Dublin 13,One bed,Apartment,864.56,D13
2014,"Clongriffin, Dublin 13",One bed,Apartment,888.82,D13
2014,Dublin 14,One bed,Apartment,1026.36,D14
2014,"Churchtown, Dublin 14",One bed,Apartment,1020.78,D14
2014,"Dundrum, Dublin 14",One bed,Apartment,1085.84,D14
2014,"Rathfarnham, Dublin 14",One bed,Apartment,946.79,D14
2014,Dublin 15,One bed,Apartment,870.02,D15
2014,"Ashtown, Dublin 15",One bed,Apartment,949.83,D15
2014,"Blanchardstown, Dublin 15",One bed,Apartment,839.07,D15
2014,"Castleknock, Dublin 15",One bed,Apartment,963.49,D15
2014,"Ongar, Dublin 15",One bed,Apartment,778.81,D15
2014,"Royal Canal Park, Dublin 15",One bed,Apartment,930.38,D15
2014,Dublin 16,One bed,Apartment,994.46,D16
2014,"Dundrum, Dublin 16",One bed,Apartment,1095.55,D16
2014,"Rathfarnham, Dublin 16",One bed,Apartment,914.53,D16
2014,Dublin 17,One bed,Apartment,862.8,D17
2014,"Malahide Road, Dublin 17",One bed,Apartment,866.21,D17
2014,Dublin 18,One bed,Apartment,1063.31,D18
2014,"Cabinteely, Dublin 18",One bed,Apartment,976.33,D18
2014,"Carrickmines, Dublin 18",One bed,Apartment,1020.65,D18
2014,"Leopardstown, Dublin 18",One bed,Apartment,1056.83,D18
2014,"Sandyford, Dublin 18",One bed,Apartment,1113.33,D18
2014,"Stepaside, Dublin 18",One bed,Apartment,988.52,D18
2014,Dublin 20,One bed,Apartment,856.4,D20
2014,"Chapelizod, Dublin 20",One bed,Apartment,840.27,D20
2014,Dublin 24,One bed,Apartment,851.03,D24
2014,"Tallaght, Dublin 24",One bed,Apartment,871.95,D24
2014,"Dun Laoghaire, Dublin",One bed,Other flats,754.16,D18
2014,"Monkstown, Dublin",One bed,Other flats,802.21,D18
2014,Dublin 1,One bed,Other flats,634.39,D1
2014,Dublin 2,One bed,Other flats,813.37,D2
2014,Dublin 3,One bed,Other flats,613.41,D3
2014,"Clontarf, Dublin 3",One bed,Other flats,664.89,D3
2014,"Drumcondra, Dublin 3",One bed,Other flats,572.8,D3
2014,"Fairview, Dublin 3",One bed,Other flats,615.67,D3
2014,Dublin 4,One bed,Other flats,764.38,D4
2014,"Ballsbridge, Dublin 4",One bed,Other flats,768.01,D4
2014,"Donnybrook, Dublin 4",One bed,Other flats,710.33,D4
2014,"Sandymount, Dublin 4",One bed,Other flats,766.71,D4
2014,Dublin 6,One bed,Other flats,669.38,D6
2014,"Harolds Cross, Dublin 6",One bed,Other flats,656.0,D6
2014,"Ranelagh, Dublin 6",One bed,Other flats,672.36,D6
2014,"Rathgar, Dublin 6",One bed,Other flats,657.29,D6
2014,"Rathmines, Dublin 6",One bed,Other flats,668.83,D6
2014,"Terenure, Dublin 6",One bed,Other flats,692.0,D6
2014,Dublin 6W,One bed,Other flats,669.87,D6W
2014,"Harolds Cross, Dublin 6W",One bed,Other flats,674.95,D6W
2014,"Terenure, Dublin 6W",One bed,Other flats,676.56,D6W
2014,Dublin 7,One bed,Other flats,589.18,D7
2014,"Cabra, Dublin 7",One bed,Other flats,587.49,D7
2014,"North Circular Road, Dublin 7",One bed,Other flats,579.05,D7
2014,"Phibsboro, Dublin 7",One bed,Other flats,581.89,D7
2014,Dublin 8,One bed,Other flats,652.76,D8
2014,"Kilmainham , Dublin 8",One bed,Other flats,664.46,D8
2014,"Portobello, Dublin 8",One bed,Other flats,648.39,D8
2014,"South Circular Road, Dublin 8",One bed,Other flats,729.83,D8
2014,Dublin 9,One bed,Other flats,592.04,D9
2014,"Drumcondra, Dublin 9",One bed,Other flats,571.41,D9
2014,"Glasnevin, Dublin 9",One bed,Other flats,625.45,D9
2014,Dublin 11,One bed,Other flats,725.79,D11
2014,Dublin 12,One bed,Other flats,626.72,D12
2014,"Balbriggan, Dublin",Two bed,Semi detached house,790.15,D1
2014,"Blackrock, Dublin",Two bed,Semi detached house,1303.94,D18
2014,"Lucan, Dublin",Two bed,Semi detached house,1004.35,D20
2014,Dublin 3,Two bed,Semi detached house,1081.06,D3
2014,"East Wall, Dublin 3",Two bed,Semi detached house,986.25,D3
2014,Dublin 4,Two bed,Semi detached house,1433.19,D4
2014,"Ballsbridge, Dublin 4",Two bed,Semi detached house,1597.91,D4
2014,Dublin 5,Two bed,Semi detached house,1083.14,D5
2014,Dublin 6,Two bed,Semi detached house,1312.14,D6
2014,"Rathmines, Dublin 6",Two bed,Semi detached house,1205.9,D6
2014,Dublin 7,Two bed,Semi detached house,1049.85,D7
2014,"Cabra, Dublin 7",Two bed,Semi detached house,1035.79,D7
2014,Dublin 8,Two bed,Semi detached house,1114.31,D8
2014,Dublin 9,Two bed,Semi detached house,1038.98,D9
2014,"Ballyfermot, Dublin 10",Two bed,Semi detached house,882.33,D10
2014,Dublin 11,Two bed,Semi detached house,971.44,D11
2014,"Finglas, Dublin 11",Two bed,Semi detached house,903.92,D11
2014,Dublin 12,Two bed,Semi detached house,986.38,D12
2014,"Crumlin, Dublin 12",Two bed,Semi detached house,950.97,D12
2014,"Drimnagh, Dublin 12",Two bed,Semi detached house,951.23,D12
2014,Dublin 14,Two bed,Semi detached house,1325.07,D14
2014,Dublin 15,Two bed,Semi detached house,964.99,D15
2014,Dublin 24,Two bed,Semi detached house,888.67,D24
2014,"Tallaght, Dublin 24",Two bed,Semi detached house,938.5,D24
2014,"Balbriggan, Dublin",Two bed,Terrace house,787.85,D1
2014,"Blackrock, Dublin",Two bed,Terrace house,1298.24,D18
2014,"Dun Laoghaire, Dublin",Two bed,Terrace house,1204.97,D18
2014,"Lucan, Dublin",Two bed,Terrace house,1001.88,D20
2014,"Lusk, Dublin",Two bed,Terrace house,856.36,D1
2014,"Monkstown, Dublin",Two bed,Terrace house,1241.25,D18
2014,"Rush, Dublin",Two bed,Terrace house,860.82,D1
2014,"Swords, Dublin",Two bed,Terrace house,991.57,D17
2014,Dublin 1,Two bed,Terrace house,982.33,D1
2014,Dublin 2,Two bed,Terrace house,1425.38,D2
2014,Dublin 3,Two bed,Terrace house,1061.96,D3
2014,"Clontarf, Dublin 3",Two bed,Terrace house,1208.71,D3
2014,"Drumcondra, Dublin 3",Two bed,Terrace house,1136.83,D3
2014,"East Wall, Dublin 3",Two bed,Terrace house,1064.53,D3
2014,Dublin 4,Two bed,Terrace house,1439.34,D4
2014,"Ballsbridge, Dublin 4",Two bed,Terrace house,1474.7,D4
2014,"Donnybrook, Dublin 4",Two bed,Terrace house,1513.29,D4
2014,"Ringsend, Dublin 4",Two bed,Terrace house,1280.51,D4
2014,"Sandymount, Dublin 4",Two bed,Terrace house,1511.82,D4
2014,Dublin 5,Two bed,Terrace house,1050.8,D5
2014,Dublin 6,Two bed,Terrace house,1367.3,D6
2014,"Harolds Cross, Dublin 6",Two bed,Terrace house,1169.06,D6
2014,"Milltown, Dublin 6",Two bed,Terrace house,1370.17,D6
2014,"Ranelagh, Dublin 6",Two bed,Terrace house,1484.48,D6
2014,"Rathgar, Dublin 6",Two bed,Terrace house,1334.3,D6
2014,"Rathmines, Dublin 6",Two bed,Terrace house,1292.66,D6
2014,Dublin 6W,Two bed,Terrace house,1106.41,D6W
2014,"Harolds Cross, Dublin 6W",Two bed,Terrace house,1129.94,D6W
2014,Dublin 7,Two bed,Terrace house,1048.37,D7
2014,"Cabra, Dublin 7",Two bed,Terrace house,989.6,D7
2014,"Phibsboro, Dublin 7",Two bed,Terrace house,1057.88,D7
2014,"Stoneybatter, Dublin 7",Two bed,Terrace house,1098.98,D7
2014,Dublin 8,Two bed,Terrace house,1131.5,D8
2014,"Inchicore, Dublin 8",Two bed,Terrace house,969.7,D8
2014,"Kilmainham , Dublin 8",Two bed,Terrace house,1140.81,D8
2014,"Portobello, Dublin 8",Two bed,Terrace house,1458.09,D8
2014,Dublin 9,Two bed,Terrace house,1092.33,D9
2014,"Drumcondra, Dublin 9",Two bed,Terrace house,1133.94,D9
2014,Dublin 10,Two bed,Terrace house,931.52,D10
2014,"Ballyfermot, Dublin 10",Two bed,Terrace house,943.22,D10
2014,Dublin 11,Two bed,Terrace house,924.44,D11
2014,"Finglas, Dublin 11",Two bed,Terrace house,924.96,D11
2014,Dublin 12,Two bed,Terrace house,1017.76,D12
2014,"Crumlin, Dublin 12",Two bed,Terrace house,977.79,D12
2014,"Drimnagh, Dublin 12",Two bed,Terrace house,1045.98,D12
2014,"Kimmage, Dublin 12",Two bed,Terrace house,1034.97,D12
2014,Dublin 13,Two bed,Terrace house,1072.84,D13
2014,Dublin 14,Two bed,Terrace house,1225.73,D14
2014,"Dundrum, Dublin 14",Two bed,Terrace house,1238.33,D14
2014,"Rathfarnham, Dublin 14",Two bed,Terrace house,1163.93,D14
2014,Dublin 15,Two bed,Terrace house,964.5,D15
2014,"Blanchardstown, Dublin 15",Two bed,Terrace house,932.03,D15
2014,"Castleknock, Dublin 15",Two bed,Terrace house,1061.11,D15
2014,"Clonee, Dublin 15",Two bed,Terrace house,934.49,D15
2014,"Clonsilla, Dublin 15",Two bed,Terrace house,943.2,D15
2014,Dublin 16,Two bed,Terrace house,1182.97,D16
2014,"Dundrum, Dublin 16",Two bed,Terrace house,1269.7,D16
2014,"Rathfarnham, Dublin 16",Two bed,Terrace house,1174.13,D16
2014,Dublin 18,Two bed,Terrace house,1279.17,D18
2014,Dublin 20,Two bed,Terrace house,1008.91,D20
2014,Dublin 24,Two bed,Terrace house,952.69,D24
2014,"Balbriggan, Dublin",Two bed,Apartment,772.75,D1
2014,"Blackrock, Dublin",Two bed,Apartment,1351.15,D18
2014,"Booterstown, Dublin",Two bed,Apartment,1352.72,D4
2014,"Dalkey, Dublin",Two bed,Apartment,1503.73,D18
2014,"Donabate, Dublin",Two bed,Apartment,911.59,D13
2014,"Dun Laoghaire, Dublin",Two bed,Apartment,1322.68,D18
2014,"Howth, Dublin",Two bed,Apartment,1274.17,D13
2014,"Killiney, Dublin",Two bed,Apartment,1465.44,D18
2014,"Lucan, Dublin",Two bed,Apartment,973.4,D20
2014,"Malahide, Dublin",Two bed,Apartment,1257.35,D17
2014,"Monkstown, Dublin",Two bed,Apartment,1181.93,D18
2014,"Portmarnock, Dublin",Two bed,Apartment,1102.22,D13
2014,"Rathcoole, Dublin",Two bed,Apartment,881.63,D24
2014,"Rush, Dublin",Two bed,Apartment,813.6,D1
2014,"Saggart, Dublin",Two bed,Apartment,1019.3,D24
2014,"Shankill, Dublin",Two bed,Apartment,1105.8,D18
2014,"Skerries, Dublin",Two bed,Apartment,893.58,D1
2014,"Stillorgan, Dublin",Two bed,Apartment,1359.83,D18
2014,"Swords, Dublin",Two bed,Apartment,974.18,D17
2014,Dublin 1,Two bed,Apartment,1263.86,D1
2014,"I.F.S.C., Dublin 1",Two bed,Apartment,1720.33,D1
2014,"Parnell Street, Dublin 1",Two bed,Apartment,1207.92,D1
2014,"Spencer Dock, Dublin 1",Two bed,Apartment,1582.84,D1
2014,Dublin 2,Two bed,Apartment,1467.27,D2
2014,"Charlemont Street, Dublin 2",Two bed,Apartment,1305.31,D2
2014,"Grand Canal Dock, Dublin 2",Two bed,Apartment,1857.69,D2
2014,"Grand Canal Square, Dublin 2",Two bed,Apartment,2107.82,D2
2014,"Hanover Quay, Dublin 2",Two bed,Apartment,1945.14,D2
2014,"Pearse Street, Dublin 2",Two bed,Apartment,1290.29,D2
2014,"Temple Bar, Dublin 2",Two bed,Apartment,1346.95,D2
2014,"Townsend Street, Dublin 2",Two bed,Apartment,1462.3,D2
2014,Dublin 3,Two bed,Apartment,1174.28,D3
2014,"Clontarf, Dublin 3",Two bed,Apartment,1187.16,D3
2014,"Drumcondra, Dublin 3",Two bed,Apartment,1159.04,D3
2014,"East Wall, Dublin 3",Two bed,Apartment,1132.71,D3
2014,"Fairview, Dublin 3",Two bed,Apartment,1105.32,D3
2014,Dublin 4,Two bed,Apartment,1517.76,D4
2014,"Ballsbridge, Dublin 4",Two bed,Apartment,1647.18,D4
2014,"Donnybrook, Dublin 4",Two bed,Apartment,1481.91,D4
2014,"Merrion, Dublin 4",Two bed,Apartment,1467.55,D4
2014,"Pembroke, Dublin 4",Two bed,Apartment,1500.82,D4
2014,"Ringsend, Dublin 4",Two bed,Apartment,1305.47,D4
2014,"Sandymount, Dublin 4",Two bed,Apartment,1449.0,D4
2014,Dublin 5,Two bed,Apartment,1069.79,D5
2014,"Artane, Dublin 5",Two bed,Apartment,1034.77,D5
2014,"Raheny, Dublin 5",Two bed,Apartment,1122.02,D5
2014,Dublin 6,Two bed,Apartment,1317.43,D6
2014,"Dartry, Dublin 6",Two bed,Apartment,1482.22,D6
2014,"Milltown, Dublin 6",Two bed,Apartment,1468.11,D6
2014,"Ranelagh, Dublin 6",Two bed,Apartment,1396.91,D6
2014,"Rathgar, Dublin 6",Two bed,Apartment,1135.7,D6
2014,"Rathmines, Dublin 6",Two bed,Apartment,1219.43,D6
2014,"Terenure, Dublin 6",Two bed,Apartment,1245.91,D6
2014,Dublin 6W,Two bed,Apartment,1244.42,D6W
2014,"Terenure, Dublin 6W",Two bed,Apartment,1296.98,D6W
2014,Dublin 7,Two bed,Apartment,1116.64,D7
2014,"Navan Road, Dublin 7",Two bed,Apartment,1104.46,D7
2014,"Phibsboro, Dublin 7",Two bed,Apartment,992.56,D7
2014,"Smithfield, Dublin 7",Two bed,Apartment,1262.56,D7
2014,Dublin 8,Two bed,Apartment,1098.59,D8
2014,"Christchurch, Dublin 8",Two bed,Apartment,1172.25,D8
2014,"Cork Street, Dublin 8",Two bed,Apartment,1177.61,D8
2014,"Inchicore, Dublin 8",Two bed,Apartment,1058.48,D8
2014,"Islandbridge, Dublin 8",Two bed,Apartment,1288.32,D8
2014,"Kilmainham , Dublin 8",Two bed,Apartment,1170.5,D8
2014,"Portobello, Dublin 8",Two bed,Apartment,1319.53,D8
2014,"Rialto, Dublin 8",Two bed,Apartment,1100.3,D8
2014,"South Circular Road, Dublin 8",Two bed,Apartment,900.11,D8
2014,Dublin 9,Two bed,Apartment,1117.6,D9
2014,"Ballymun, Dublin 9",Two bed,Apartment,858.55,D9
2014,"Beaumont, Dublin 9",Two bed,Apartment,989.87,D9
2014,"Drumcondra, Dublin 9",Two bed,Apartment,1158.56,D9
2014,"Glasnevin, Dublin 9",Two bed,Apartment,1099.57,D9
2014,"Santry, Dublin 9",Two bed,Apartment,1042.68,D9
2014,"Whitehall, Dublin 9",Two bed,Apartment,1080.45,D9
2014,Dublin 10,Two bed,Apartment,928.14,D10
2014,"Ballyfermot, Dublin 10",Two bed,Apartment,865.76,D10
2014,"Cherry Orchard, Dublin 10",Two bed,Apartment,951.45,D10
2014,Dublin 11,Two bed,Apartment,982.71,D11
2014,"Ballymun, Dublin 11",Two bed,Apartment,865.49,D11
2014,"Finglas, Dublin 11",Two bed,Apartment,977.89,D11
2014,"Glasnevin, Dublin 11",Two bed,Apartment,1117.63,D11
2014,"St Margarets Road, Dublin 11",Two bed,Apartment,1049.87,D11
2014,Dublin 12,Two bed,Apartment,1044.87,D12
2014,"Crumlin, Dublin 12",Two bed,Apartment,958.19,D12
2014,"Drimnagh, Dublin 12",Two bed,Apartment,1145.48,D12
2014,"Kimmage, Dublin 12",Two bed,Apartment,1077.34,D12
2014,Dublin 13,Two bed,Apartment,1078.74,D13
2014,"Baldoyle, Dublin 13",Two bed,Apartment,1031.89,D13
2014,"Balgriffin, Dublin 13",Two bed,Apartment,962.26,D13
2014,"Clongriffin, Dublin 13",Two bed,Apartment,1053.46,D13
2014,"Donaghmede, Dublin 13",Two bed,Apartment,1012.42,D13
2014,"Sutton, Dublin 13",Two bed,Apartment,1414.25,D13
2014,Dublin 14,Two bed,Apartment,1285.63,D14
2014,"Churchtown, Dublin 14",Two bed,Apartment,1197.51,D14
2014,"Clonskeagh, Dublin 14",Two bed,Apartment,1253.59,D14
2014,"Dundrum, Dublin 14",Two bed,Apartment,1328.28,D14
