Year,Location,Bedrooms,Property_type,Rent,District
2011,"Rathfarnham, Dublin 14",Four plus bed,Semi detached house,1450.57,D14
2011,Dublin 15,Four plus bed,Semi detached house,1140.76,D15
2011,"Castleknock, Dublin 15",Four plus bed,Semi detached house,1234.09,D15
2011,"Clonee, Dublin 15",Four plus bed,Semi detached house,1115.82,D15
2011,"Clonsilla, Dublin 15",Four plus bed,Semi detached house,1117.85,D15
2011,Dublin 16,Four plus bed,Semi detached house,1345.4,D16
2011,"Dundrum, Dublin 16",Four plus bed,Semi detached house,1611.88,D16
2011,"Knocklyon, Dublin 16",Four plus bed,Semi detached house,1207.5,D16
2011,"Rathfarnham, Dublin 16",Four plus bed,Semi detached house,1402.22,D16
2011,Dublin 18,Four plus bed,Semi detached house,1513.38,D18
2011,"Foxrock, Dublin 18",Four plus bed,Semi detached house,1601.67,D18
2011,"Leopardstown, Dublin 18",Four plus bed,Semi detached house,1448.79,D18
2011,"Sandyford, Dublin 18",Four plus bed,Semi detached house,1397.35,D18
2011,Dublin 24,Four plus bed,Semi detached house,1111.89,D24
2011,"Tallaght, Dublin 24",Four plus bed,Semi detached house,1092.54,D24
2011,"Malahide, Dublin",Four plus bed,Terrace house,1653.33,D17
2011,Dublin 3,Four plus bed,Terrace house,1313.01,D3
2011,"Drumcondra, Dublin 3",Four plus bed,Terrace house,1380.21,D3
2011,Dublin 4,Four plus bed,Terrace house,2344.05,D4
2011,"Ballsbridge, Dublin 4",Four plus bed,Terrace house,2746.22,D4
2011,Dublin 6,Four plus bed,Terrace house,1982.89,D6
2011,"Ranelagh, Dublin 6",Four plus bed,Terrace house,2116.83,D6
2011,"Rathmines, Dublin 6",Four plus bed,Terrace house,1934.71,D6
2011,Dublin 6W,Four plus bed,Terrace house,1506.7,D6W
2011,"Terenure, Dublin 6W",Four plus bed,Terrace house,1587.9,D6W
2011,Dublin 7,Four plus bed,Terrace house,1309.12,D7
2011,"Phibsboro, Dublin 7",Four plus bed,Terrace house,1348.78,D7
2011,Dublin 8,Four plus bed,Terrace house,1431.61,D8
2011,Dublin 9,Four plus bed,Terrace house,1349.11,D9
2011,"Drumcondra, Dublin 9",Four plus bed,Terrace house,1392.94,D9
2011,"Glasnevin, Dublin 9",Four plus bed,Terrace house,1161.68,D9
2011,Dublin 11,Four plus bed,Terrace house,1142.39,D11
2011,Dublin 12,Four plus bed,Terrace house,1181.87,D12
2011,Dublin 13,Four plus bed,Terrace house,1274.38,D13
2011,Dublin 14,Four plus bed,Terrace house,1690.81,D14
2011,Dublin 15,Four plus bed,Terrace house,1171.1,D15
2011,"Tyrrelstown, Dublin 15",Four plus bed,Terrace house,1074.67,D15
2011,Dublin 18,Four plus bed,Terrace house,1536.77,D18
2011,Dublin 24,Four plus bed,Terrace house,1067.2,D24
2011,Dublin 1,Four plus bed,Apartment,3874.91,D1
2011,"I.F.S.C., Dublin 1",Four plus bed,Apartment,5104.86,D1
2011,Dublin 4,Four plus bed,Apartment,1995.82,D4
2011,Dublin 8,Four plus bed,Apartment,1094.68,D8
2011,Dublin 9,Four plus bed,Apartment,1105.22,D9
2012,Dublin 6,One bed,Semi detached house,653.56,D6
2012,Dublin 3,One bed,Terrace house,675.54,D3
2012,Dublin 4,One bed,Terrace house,796.41,D4
2012,Dublin 6,One bed,Terrace house,662.25,D6
2012,"Rathmines, Dublin 6",One bed,Terrace house,574.95,D6
2012,Dublin 7,One bed,Terrace house,593.73,D7
2012,Dublin 8,One bed,Terrace house,744.13,D8
2012,"Balbriggan, Dublin",One bed,Apartment,579.98,D1
2012,"Blackrock, Dublin",One bed,Apartment,924.47,D18
2012,"Booterstown, Dublin",One bed,Apartment,989.8,D4
2012,"Dalkey, Dublin",One bed,Apartment,992.67,D18
2012,"Donabate, Dublin",One bed,Apartment,643.24,D13
2012,"Dun Laoghaire, Dublin",One bed,Apartment,859.1,D18
2012,"Lucan, Dublin",One bed,Apartment,699.4,D20
2012,"Malahide, Dublin",One bed,Apartment,943.35,D17
2012,"Monkstown, Dublin",One bed,Apartment,835.04,D18
2012,"Portmarnock, Dublin",One bed,Apartment,836.82,D13
2012,"Saggart, Dublin",One bed,Apartment,564.06,D24
2012,"Stillorgan, Dublin",One bed,Apartment,935.7,D18
2012,"Swords, Dublin",One bed,Apartment,746.53,D17
2012,Dublin 1,One bed,Apartment,811.81,D1
2012,"I.F.S.C., Dublin 1",One bed,Apartment,944.46,D1
2012,"Parnell Street, Dublin 1",One bed,Apartment,821.84,D1
2012,Dublin 2,One bed,Apartment,942.1,D2
2012,"Pearse Street, Dublin 2",One bed,Apartment,888.72,D2
2012,"Temple Bar, Dublin 2",One bed,Apartment,938.13,D2
2012,"Townsend Street, Dublin 2",One bed,Apartment,951.57,D2
2012,Dublin 3,One bed,Apartment,826.86,D3
2012,"Clontarf, Dublin 3",One bed,Apartment,848.21,D3
2012,"Drumcondra, Dublin 3",One bed,Apartment,696.04,D3
2012,"East Wall, Dublin 3",One bed,Apartment,814.49,D3
2012,"Fairview, Dublin 3",One bed,Apartment,809.27,D3
2012,Dublin 4,One bed,Apartment,984.78,D4
2012,"Ballsbridge, Dublin 4",One bed,Apartment,1062.1,D4
2012,"Donnybrook, Dublin 4",One bed,Apartment,882.49,D4
2012,"Merrion, Dublin 4",One bed,Apartment,1040.83,D4
2012,"Pembroke, Dublin 4",One bed,Apartment,1059.02,D4
2012,"Ringsend, Dublin 4",One bed,Apartment,925.84,D4
2012,"Sandymount, Dublin 4",One bed,Apartment,913.32,D4
2012,Dublin 5,One bed,Apartment,729.05,D5
2012,"Raheny, Dublin 5",One bed,Apartment,710.08,D5
2012,Dublin 6,One bed,Apartment,877.69,D6
2012,"Harolds Cross, Dublin 6",One bed,Apartment,768.16,D6
2012,"Milltown, Dublin 6",One bed,Apartment,1045.08,D6
2012,"Ranelagh, Dublin 6",One bed,Apartment,904.83,D6
2012,"Rathgar, Dublin 6",One bed,Apartment,840.42,D6
2012,"Rathmines, Dublin 6",One bed,Apartment,809.87,D6
2012,"Terenure, Dublin 6",One bed,Apartment,841.71,D6
2012,Dublin 6W,One bed,Apartment,797.18,D6W
2012,"Harolds Cross, Dublin 6W",One bed,Apartment,754.38,D6W
2012,"Terenure, Dublin 6W",One bed,Apartment,857.08,D6W
2012,Dublin 7,One bed,Apartment,747.1,D7
2012,"Navan Road, Dublin 7",One bed,Apartment,779.82,D7
2012,"Phibsboro, Dublin 7",One bed,Apartment,682.22,D7
2012,"Smithfield, Dublin 7",One bed,Apartment,822.98,D7
2012,Dublin 8,One bed,Apartment,803.13,D8
2012,"Christchurch, Dublin 8",One bed,Apartment,802.93,D8
2012,"Cork Street, Dublin 8",One bed,Apartment,828.8,D8
2012,"Inchicore, Dublin 8",One bed,Apartment,728.95,D8
2012,"Islandbridge, Dublin 8",One bed,Apartment,884.74,D8
2012,"Kilmainham , Dublin 8",One bed,Apartment,787.83,D8
2012,"Rialto, Dublin 8",One bed,Apartment,738.14,D8
2012,Dublin 9,One bed,Apartment,734.39,D9
2012,"Ballymun, Dublin 9",One bed,Apartment,694.73,D9
2012,"Beaumont, Dublin 9",One bed,Apartment,739.59,D9
2012,"Drumcondra, Dublin 9",One bed,Apartment,685.24,D9
2012,"Glasnevin, Dublin 9",One bed,Apartment,724.64,D9
2012,"Santry, Dublin 9",One bed,Apartment,775.41,D9
2012,Dublin 10,One bed,Apartment,688.19,D10
2012,Dublin 11,One bed,Apartment,749.55,D11
2012,"Ballymun, Dublin 11",One bed,Apartment,689.39,D11
2012,"Finglas, Dublin 11",One bed,Apartment,752.02,D11
2012,Dublin 12,One bed,Apartment,778.83,D12
2012,"Drimnagh, Dublin 12",One bed,Apartment,819.41,D12
2012,"Kimmage, Dublin 12",One bed,Apartment,715.57,D12
2012,Dublin 13,One bed,Apartment,791.08,D13
2012,"Baldoyle, Dublin 13",One bed,Apartment,774.29,D13
2012,"Clongriffin, Dublin 13",One bed,Apartment,797.54,D13
2012,Dublin 14,One bed,Apartment,908.47,D14
2012,"Churchtown, Dublin 14",One bed,Apartment,965.0,D14
2012,"Clonskeagh, Dublin 14",One bed,Apartment,825.88,D14
2012,"Dundrum, Dublin 14",One bed,Apartment,959.13,D14
2012,"Rathfarnham, Dublin 14",One bed,Apartment,837.45,D14
2012,Dublin 15,One bed,Apartment,770.75,D15
2012,"Ashtown, Dublin 15",One bed,Apartment,813.4,D15
2012,"Blanchardstown, Dublin 15",One bed,Apartment,750.6,D15
2012,"Castleknock, Dublin 15",One bed,Apartment,831.96,D15
2012,"Ongar, Dublin 15",One bed,Apartment,687.7,D15
2012,"Royal Canal Park, Dublin 15",One bed,Apartment,807.94,D15
2012,Dublin 16,One bed,Apartment,916.15,D16
2012,"Dundrum, Dublin 16",One bed,Apartment,973.1,D16
2012,"Rathfarnham, Dublin 16",One bed,Apartment,837.29,D16
2012,Dublin 17,One bed,Apartment,759.34,D17
2012,"Malahide Road, Dublin 17",One bed,Apartment,774.27,D17
2012,Dublin 18,One bed,Apartment,935.25,D18
2012,"Cabinteely, Dublin 18",One bed,Apartment,858.88,D18
2012,"Carrickmines, Dublin 18",One bed,Apartment,872.27,D18
2012,"Leopardstown, Dublin 18",One bed,Apartment,1004.91,D18
2012,"Sandyford, Dublin 18",One bed,Apartment,950.35,D18
2012,"Stepaside, Dublin 18",One bed,Apartment,883.65,D18
2012,Dublin 20,One bed,Apartment,751.01,D20
2012,"Chapelizod, Dublin 20",One bed,Apartment,760.37,D20
2012,Dublin 24,One bed,Apartment,744.53,D24
2012,"Tallaght, Dublin 24",One bed,Apartment,751.89,D24
2012,"Dun Laoghaire, Dublin",One bed,Other flats,629.88,D18
2012,"Howth, Dublin",One bed,Other flats,559.47,D13
2012,"Monkstown, Dublin",One bed,Other flats,721.04,D18
2012,Dublin 1,One bed,Other flats,565.38,D1
2012,Dublin 2,One bed,Other flats,713.64,D2
2012,Dublin 3,One bed,Other flats,545.71,D3
2012,"Clontarf, Dublin 3",One bed,Other flats,563.5,D3
2012,"Drumcondra, Dublin 3",One bed,Other flats,502.96,D3
2012,"Fairview, Dublin 3",One bed,Other flats,554.25,D3
2012,Dublin 4,One bed,Other flats,643.25,D4
2012,"Ballsbridge, Dublin 4",One bed,Other flats,643.01,D4
2012,"Donnybrook, Dublin 4",One bed,Other flats,623.3,D4
2012,"Pembroke, Dublin 4",One bed,Other flats,634.84,D4
2012,"Sandymount, Dublin 4",One bed,Other flats,665.22,D4
2012,Dublin 6,One bed,Other flats,577.71,D6
2012,"Harolds Cross, Dublin 6",One bed,Other flats,554.32,D6
2012,"Ranelagh, Dublin 6",One bed,Other flats,593.48,D6
2012,"Rathgar, Dublin 6",One bed,Other flats,574.19,D6
2012,"Rathmines, Dublin 6",One bed,Other flats,573.01,D6
2012,"Terenure, Dublin 6",One bed,Other flats,543.77,D6
2012,Dublin 6W,One bed,Other flats,572.63,D6W
2012,"Harolds Cross, Dublin 6W",One bed,Other flats,570.33,D6W
2012,"Terenure, Dublin 6W",One bed,Other flats,555.84,D6W
2012,Dublin 7,One bed,Other flats,516.58,D7
2012,"Cabra, Dublin 7",One bed,Other flats,514.41,D7
2012,"Phibsboro, Dublin 7",One bed,Other flats,510.92,D7
2012,Dublin 8,One bed,Other flats,553.55,D8
2012,"Kilmainham , Dublin 8",One bed,Other flats,553.85,D8
2012,"Portobello, Dublin 8",One bed,Other flats,567.88,D8
2012,"Rialto, Dublin 8",One bed,Other flats,545.4,D8
2012,"South Circular Road, Dublin 8",One bed,Other flats,546.91,D8
2012,Dublin 9,One bed,Other flats,500.76,D9
2012,"Drumcondra, Dublin 9",One bed,Other flats,501.39,D9
2012,"Glasnevin, Dublin 9",One bed,Other flats,543.97,D9
2012,Dublin 11,One bed,Other flats,595.36,D11
2012,Dublin 12,One bed,Other flats,523.72,D12
2012,"Kimmage, Dublin 12",One bed,Other flats,506.58,D12
2012,"Balbriggan, Dublin",Two bed,Semi detached house,733.64,D1
2012,"Blackrock, Dublin",Two bed,Semi detached house,1090.24,D18
2012,"Lucan, Dublin",Two bed,Semi detached house,931.28,D20
2012,Dublin 3,Two bed,Semi detached house,954.12,D3
2012,Dublin 4,Two bed,Semi detached house,1285.89,D4
2012,"Ballsbridge, Dublin 4",Two bed,Semi detached house,1377.91,D4
2012,Dublin 5,Two bed,Semi detached house,918.88,D5
2012,Dublin 6,Two bed,Semi detached house,1139.49,D6
2012,Dublin 7,Two bed,Semi detached house,935.95,D7
2012,"Cabra, Dublin 7",Two bed,Semi detached house,904.55,D7
2012,Dublin 8,Two bed,Semi detached house,996.09,D8
2012,Dublin 9,Two bed,Semi detached house,995.59,D9
2012,Dublin 11,Two bed,Semi detached house,897.99,D11
2012,"Finglas, Dublin 11",Two bed,Semi detached house,864.18,D11
2012,Dublin 12,Two bed,Semi detached house,933.27,D12
2012,"Crumlin, Dublin 12",Two bed,Semi detached house,926.82,D12
2012,"Drimnagh, Dublin 12",Two bed,Semi detached house,915.91,D12
2012,Dublin 14,Two bed,Semi detached house,1130.53,D14
2012,Dublin 15,Two bed,Semi detached house,906.48,D15
2012,Dublin 24,Two bed,Semi detached house,887.84,D24
2012,"Balbriggan, Dublin",Two bed,Terrace house,743.92,D1
2012,"Blackrock, Dublin",Two bed,Terrace house,1106.1,D18
2012,"Dalkey, Dublin",Two bed,Terrace house,1233.67,D18
2012,"Dun Laoghaire, Dublin",Two bed,Terrace house,1026.72,D18
2012,"Lucan, Dublin",Two bed,Terrace house,880.48,D20
2012,"Lusk, Dublin",Two bed,Terrace house,793.0,D1
2012,"Rush, Dublin",Two bed,Terrace house,798.91,D1
2012,"Swords, Dublin",Two bed,Terrace house,904.32,D17
2012,Dublin 1,Two bed,Terrace house,881.29,D1
2012,Dublin 2,Two bed,Terrace house,2127.88,D2
2012,Dublin 3,Two bed,Terrace house,913.14,D3
2012,"Clontarf, Dublin 3",Two bed,Terrace house,1015.52,D3
2012,"Drumcondra, Dublin 3",Two bed,Terrace house,967.08,D3
2012,"East Wall, Dublin 3",Two bed,Terrace house,897.79,D3
2012,"North Strand, Dublin 3",Two bed,Terrace house,864.8,D3
2012,Dublin 4,Two bed,Terrace house,1217.16,D4
2012,"Ballsbridge, Dublin 4",Two bed,Terrace house,1348.62,D4
2012,"Donnybrook, Dublin 4",Two bed,Terrace house,1240.52,D4
2012,"Ringsend, Dublin 4",Two bed,Terrace house,1045.07,D4
2012,"Sandymount, Dublin 4",Two bed,Terrace house,1203.13,D4
2012,Dublin 5,Two bed,Terrace house,971.23,D5
2012,Dublin 6,Two bed,Terrace house,1201.64,D6
2012,"Harolds Cross, Dublin 6",Two bed,Terrace house,1006.88,D6
2012,"Milltown, Dublin 6",Two bed,Terrace house,1269.27,D6
2012,"Ranelagh, Dublin 6",Two bed,Terrace house,1256.54,D6
2012,"Rathgar, Dublin 6",Two bed,Terrace house,1131.78,D6
2012,"Rathmines, Dublin 6",Two bed,Terrace house,1206.76,D6
2012,Dublin 6W,Two bed,Terrace house,1041.62,D6W
2012,"Harolds Cross, Dublin 6W",Two bed,Terrace house,1009.85,D6W
2012,Dublin 7,Two bed,Terrace house,929.29,D7
2012,"Cabra, Dublin 7",Two bed,Terrace house,899.64,D7
2012,"Stoneybatter, Dublin 7",Two bed,Terrace house,948.41,D7
2012,Dublin 8,Two bed,Terrace house,1024.05,D8
2012,"Inchicore, Dublin 8",Two bed,Terrace house,900.07,D8
2012,"Kilmainham , Dublin 8",Two bed,Terrace house,980.54,D8
2012,"Portobello, Dublin 8",Two bed,Terrace house,1211.97,D8
2012,"Rialto, Dublin 8",Two bed,Terrace house,934.85,D8
2012,Dublin 9,Two bed,Terrace house,972.36,D9
2012,"Drumcondra, Dublin 9",Two bed,Terrace house,981.63,D9
2012,"Whitehall, Dublin 9",Two bed,Terrace house,937.26,D9
2012,Dublin 10,Two bed,Terrace house,888.74,D10
2012,"Ballyfermot, Dublin 10",Two bed,Terrace house,907.9,D10
2012,Dublin 11,Two bed,Terrace house,887.09,D11
2012,"Finglas, Dublin 11",Two bed,Terrace house,884.68,D11
2012,Dublin 12,Two bed,Terrace house,929.38,D12
2012,"Crumlin, Dublin 12",Two bed,Terrace house,919.99,D12
2012,"Drimnagh, Dublin 12",Two bed,Terrace house,912.57,D12
2012,"Kimmage, Dublin 12",Two bed,Terrace house,973.81,D12
2012,Dublin 13,Two bed,Terrace house,982.17,D13
2012,Dublin 14,Two bed,Terrace house,1097.85,D14
2012,"Dundrum, Dublin 14",Two bed,Terrace house,1122.92,D14
2012,Dublin 15,Two bed,Terrace house,883.53,D15
2012,"Blanchardstown, Dublin 15",Two bed,Terrace house,892.5,D15
2012,"Castleknock, Dublin 15",Two bed,Terrace house,906.06,D15
2012,"Clonee, Dublin 15",Two bed,Terrace house,879.89,D15
2012,"Clonsilla, Dublin 15",Two bed,Terrace house,855.28,D15
2012,"Tyrrelstown, Dublin 15",Two bed,Terrace house,882.42,D15
2012,Dublin 16,Two bed,Terrace house,998.94,D16
2012,"Dundrum, Dublin 16",Two bed,Terrace house,1129.5,D16
2012,"Rathfarnham, Dublin 16",Two bed,Terrace house,1004.12,D16
2012,Dublin 18,Two bed,Terrace house,1114.67,D18
2012,Dublin 20,Two bed,Terrace house,942.73,D20
2012,Dublin 24,Two bed,Terrace house,911.64,D24
2012,"Balbriggan, Dublin",Two bed,Apartment,693.05,D1
2012,"Blackrock, Dublin",Two bed,Apartment,1149.62,D18
2012,"Booterstown, Dublin",Two bed,Apartment,1165.19,D4
2012,"Dalkey, Dublin",Two bed,Apartment,1288.69,D18
2012,"Donabate, Dublin",Two bed,Apartment,813.79,D13
2012,"Dun Laoghaire, Dublin",Two bed,Apartment,1163.57,D18
2012,"Howth, Dublin",Two bed,Apartment,1180.29,D13
2012,"Killiney, Dublin",Two bed,Apartment,1486.61,D18
2012,"Kinsealy, Dublin",Two bed,Apartment,842.53,D17
2012,"Lucan, Dublin",Two bed,Apartment,889.92,D20
2012,"Malahide, Dublin",Two bed,Apartment,1138.96,D17
2012,"Monkstown, Dublin",Two bed,Apartment,1047.99,D18
2012,"Portmarnock, Dublin",Two bed,Apartment,958.58,D13
2012,"Rathcoole, Dublin",Two bed,Apartment,818.85,D24
2012,"Rush, Dublin",Two bed,Apartment,814.14,D1
2012,"Saggart, Dublin",Two bed,Apartment,900.12,D24
2012,"Sandycove, Dublin",Two bed,Apartment,1079.46,D18
2012,"Shankill, Dublin",Two bed,Apartment,986.47,D18
2012,"Skerries, Dublin",Two bed,Apartment,793.93,D1
2012,"Stillorgan, Dublin",Two bed,Apartment,1164.58,D18
2012,"Swords, Dublin",Two bed,Apartment,872.56,D17
2012,Dublin 1,Two bed,Apartment,1127.46,D1
2012,"I.F.S.C., Dublin 1",Two bed,Apartment,1545.75,D1
2012,"Parnell Street, Dublin 1",Two bed,Apartment,1084.09,D1
2012,"Spencer Dock, Dublin 1",Two bed,Apartment,1379.64,D1
2012,Dublin 2,Two bed,Apartment,1275.16,D2
2012,"Aungier Street, Dublin 2",Two bed,Apartment,1017.17,D2
2012,"Charlemont Street, Dublin 2",Two bed,Apartment,1188.91,D2
2012,"Grand Canal Dock, Dublin 2",Two bed,Apartment,1556.02,D2
2012,"Grand Canal Square, Dublin 2",Two bed,Apartment,1812.57,D2
2012,"Hanover Quay, Dublin 2",Two bed,Apartment,1667.33,D2
2012,"Pearse Street, Dublin 2",Two bed,Apartment,1170.0,D2
2012,"Temple Bar, Dublin 2",Two bed,Apartment,1111.61,D2
2012,"Townsend Street, Dublin 2",Two bed,Apartment,1271.46,D2
2012,Dublin 3,Two bed,Apartment,1035.51,D3
2012,"Clontarf, Dublin 3",Two bed,Apartment,1043.03,D3
2012,"Drumcondra, Dublin 3",Two bed,Apartment,1020.84,D3
2012,"East Wall, Dublin 3",Two bed,Apartment,945.14,D3
2012,"Fairview, Dublin 3",Two bed,Apartment,1002.32,D3
2012,Dublin 4,Two bed,Apartment,1313.1,D4
2012,"Ballsbridge, Dublin 4",Two bed,Apartment,1456.08,D4
2012,"Donnybrook, Dublin 4",Two bed,Apartment,1214.89,D4
2012,"Merrion, Dublin 4",Two bed,Apartment,1284.77,D4
2012,"Pembroke, Dublin 4",Two bed,Apartment,1280.57,D4
2012,"Ringsend, Dublin 4",Two bed,Apartment,1180.58,D4
2012,"Sandymount, Dublin 4",Two bed,Apartment,1323.61,D4
2012,Dublin 5,Two bed,Apartment,972.61,D5
2012,"Artane, Dublin 5",Two bed,Apartment,924.72,D5
2012,"Killester, Dublin 5",Two bed,Apartment,913.5,D5
2012,"Raheny, Dublin 5",Two bed,Apartment,1033.94,D5
2012,Dublin 6,Two bed,Apartment,1152.02,D6
2012,"Dartry, Dublin 6",Two bed,Apartment,1170.13,D6
2012,"Milltown, Dublin 6",Two bed,Apartment,1354.07,D6
2012,"Ranelagh, Dublin 6",Two bed,Apartment,1174.95,D6
2012,"Rathgar, Dublin 6",Two bed,Apartment,1021.31,D6
2012,"Rathmines, Dublin 6",Two bed,Apartment,1055.3,D6
2012,"Terenure, Dublin 6",Two bed,Apartment,1037.45,D6
2012,Dublin 6W,Two bed,Apartment,1101.9,D6W
2012,"Terenure, Dublin 6W",Two bed,Apartment,1135.16,D6W
2012,Dublin 7,Two bed,Apartment,975.66,D7
2012,"Navan Road, Dublin 7",Two bed,Apartment,947.11,D7
2012,"Phibsboro, Dublin 7",Two bed,Apartment,874.62,D7
2012,"Smithfield, Dublin 7",Two bed,Apartment,1074.85,D7
2012,Dublin 8,Two bed,Apartment,965.39,D8
2012,"Christchurch, Dublin 8",Two bed,Apartment,980.33,D8
2012,"Cork Street, Dublin 8",Two bed,Apartment,1020.95,D8
2012,"Inchicore, Dublin 8",Two bed,Apartment,915.54,D8
2012,"Islandbridge, Dublin 8",Two bed,Apartment,1126.01,D8
2012,"Kilmainham , Dublin 8",Two bed,Apartment,962.17,D8
2012,"Rialto, Dublin 8",Two bed,Apartment,943.19,D8
2012,"South Circular Road, Dublin 8",Two bed,Apartment,868.97,D8
2012,Dublin 9,Two bed,Apartment,933.76,D9
2012,"Ballymun, Dublin 9",Two bed,Apartment,784.68,D9
2012,"Beaumont, Dublin 9",Two bed,Apartment,868.41,D9
2012,"Drumcondra, Dublin 9",Two bed,Apartment,1011.42,D9
2012,"Glasnevin, Dublin 9",Two bed,Apartment,919.13,D9
2012,"Santry, Dublin 9",Two bed,Apartment,925.83,D9
2012,"Whitehall, Dublin 9",Two bed,Apartment,1094.7,D9
2012,Dublin 10,Two bed,Apartment,868.0,D10
2012,"Ballyfermot, Dublin 10",Two bed,Apartment,851.63,D10
2012,"Cherry Orchard, Dublin 10",Two bed,Apartment,851.82,D10
2012,Dublin 11,Two bed,Apartment,884.44,D11
2012,"Ballymun, Dublin 11",Two bed,Apartment,785.58,D11
2012,"Finglas, Dublin 11",Two bed,Apartment,875.99,D11
2012,"Glasnevin, Dublin 11",Two bed,Apartment,946.4,D11
2012,"Meakstown, Dublin 11",Two bed,Apartment,878.55,D11
2012,"St Margarets Road, Dublin 11",Two bed,Apartment,977.26,D11
2012,Dublin 12,Two bed,Apartment,943.2,D12
2012,"Crumlin, Dublin 12",Two bed,Apartment,901.8,D12
2012,"Drimnagh, Dublin 12",Two bed,Apartment,1048.93,D12
2012,"Kimmage, Dublin 12",Two bed,Apartment,901.55,D12
2012,Dublin 13,Two bed,Apartment,972.76,D13
2012,"Baldoyle, Dublin 13",Two bed,Apartment,899.87,D13
2012,"Balgriffin, Dublin 13",Two bed,Apartment,909.83,D13
2012,"Clongriffin, Dublin 13",Two bed,Apartment,950.19,D13
2012,"Donaghmede, Dublin 13",Two bed,Apartment,910.01,D13
2012,"Sutton, Dublin 13",Two bed,Apartment,1318.55,D13
2012,Dublin 14,Two bed,Apartment,1141.75,D14
2012,"Churchtown, Dublin 14",Two bed,Apartment,1242.46,D14
2012,"Clonskeagh, Dublin 14",Two bed,Apartment,1139.25,D14
2012,"Dundrum, Dublin 14",Two bed,Apartment,1169.46,D14
2012,"Goatstown, Dublin 14",Two bed,Apartment,1215.13,D14
2012,"Rathfarnham, Dublin 14",Two bed,Apartment,1042.29,D14
2012,Dublin 15,Two bed,Apartment,909.06,D15
2012,"Ashtown, Dublin 15",Two bed,Apartment,945.41,D15
2012,"Blanchardstown, Dublin 15",Two bed,Apartment,912.88,D15
2012,"Carpenterstown, Dublin 15",Two bed,Apartment,890.96,D15
2012,"Castleknock, Dublin 15",Two bed,Apartment,987.36,D15
2012,"Clonee, Dublin 15",Two bed,Apartment,805.36,D15
2012,"Clonsilla, Dublin 15",Two bed,Apartment,843.99,D15
2012,"Mulhuddart, Dublin 15",Two bed,Apartment,796.6,D15
2012,"Ongar, Dublin 15",Two bed,Apartment,844.14,D15
2012,"Porterstown, Dublin 15",Two bed,Apartment,827.34,D15
2012,"Royal Canal Park, Dublin 15",Two bed,Apartment,945.19,D15
2012,"Tyrrelstown, Dublin 15",Two bed,Apartment,806.94,D15
2012,Dublin 16,Two bed,Apartment,1080.85,D16
2012,"Ballinteer, Dublin 16",Two bed,Apartment,1113.82,D16
2012,"Dundrum, Dublin 16",Two bed,Apartment,1175.18,D16
2012,"Rathfarnham, Dublin 16",Two bed,Apartment,1020.65,D16
2012,Dublin 17,Two bed,Apartment,913.44,D17
2012,"Malahide Road, Dublin 17",Two bed,Apartment,924.66,D17
2012,"Northern Cross, Dublin 17",Two bed,Apartment,965.32,D17
2012,Dublin 18,Two bed,Apartment,1119.26,D18
2012,"Cabinteely, Dublin 18",Two bed,Apartment,1022.0,D18
2012,"Carrickmines, Dublin 18",Two bed,Apartment,1108.95,D18
2012,"Foxrock, Dublin 18",Two bed,Apartment,1606.06,D18
2012,"Leopardstown, Dublin 18",Two bed,Apartment,1182.84,D18
2012,"Sandyford, Dublin 18",Two bed,Apartment,1141.64,D18
2012,"Stepaside, Dublin 18",Two bed,Apartment,1020.29,D18
2012,Dublin 20,Two bed,Apartment,895.86,D20
2012,"Chapelizod, Dublin 20",Two bed,Apartment,891.02,D20
2012,"Palmerstown, Dublin 20",Two bed,Apartment,900.6,D20
2012,Dublin 24,Two bed,Apartment,872.57,D24
2012,"Ballycullen, Dublin 24",Two bed,Apartment,935.52,D24
2012,"Citywest, Dublin 24",Two bed,Apartment,872.84,D24
2012,"Firhouse, Dublin 24",Two bed,Apartment,911.88,D24
2012,"Tallaght, Dublin 24",Two bed,Apartment,871.32,D24
2012,"Dun Laoghaire, Dublin",Two bed,Other flats,863.76,D18
2012,Dublin 1,Two bed,Other flats,749.44,D1
2012,Dublin 2,Two bed,Other flats,1089.66,D2
2012,Dublin 3,Two bed,Other flats,753.67,D3
2012,"Drumcondra, Dublin 3",Two bed,Other flats,733.97,D3
2012,"Fairview, Dublin 3",Two bed,Other flats,744.61,D3
2012,Dublin 4,Two bed,Other flats,1010.0,D4
2012,"Ballsbridge, Dublin 4",Two bed,Other flats,1047.31,D4
2012,Dublin 6,Two bed,Other flats,831.73,D6
2012,"Ranelagh, Dublin 6",Two bed,Other flats,874.79,D6
2012,"Rathgar, Dublin 6",Two bed,Other flats,854.0,D6
2012,"Rathmines, Dublin 6",Two bed,Other flats,830.49,D6
2012,Dublin 7,Two bed,Other flats,706.36,D7
2012,Dublin 8,Two bed,Other flats,740.91,D8
2012,Dublin 9,Two bed,Other flats,742.71,D9
2012,"Drumcondra, Dublin 9",Two bed,Other flats,722.04,D9
2012,Dublin 12,Two bed,Other flats,763.17,D12
2012,Dublin 4,Three bed,Detached house,2041.19,D4
2012,Dublin 13,Three bed,Detached house,1131.62,D13
2012,Dublin 15,Three bed,Detached house,1007.14,D15
2012,Dublin 24,Three bed,Detached house,1021.25,D24
2012,"Balbriggan, Dublin",Three bed,Semi detached house,864.24,D1
